club,leagueCountry,birthday,position,redCards,meanIAT_redCards,ties,meanExp_yellowReds,yellowCards,meanIAT_yellowCards,meanExp_redCards,skin_color,height,meanExp_yellowCards,victories,meanIAT_yellowReds,defeats,games,goals,weight
21,3,4565.0,10,0,-0.0015762736568424595,48,0.0005701851759069895,30,0.0061553039903759895,-0.02153499795349809,0,174.0,0.009789703974828073,63,0.00035850553781174665,89,200,38,67.0
67,3,4086.0,0,4,0.002476468872744505,101,0.007520526189917121,76,0.027525857938078938,0.013069192102033115,0,184.0,0.04574274993356061,136,0.004589483962274121,128,365,31,83.0
48,1,7425.0,6,0,-0.001441143457552033,23,-0.0014190665021647545,5,-0.031846822487486354,-0.005152792716882614,0,177.0,-0.03372300353446061,79,-0.0013631457625555095,25,127,7,74.0
23,3,6854.0,9,4,0.00483783676797309,53,0.0001422339599311091,68,0.05966703990123873,0.03511864953767544,0,189.0,0.09533547914811098,113,0.00010264125356636148,66,232,93,81.0
23,3,5890.0,0,7,0.005599574816937133,79,-0.000654158749555779,76,0.02899903063196795,0.0939502460808974,0,185.0,0.04715516121790452,190,-0.00043381679496027215,90,359,19,75.0
28,3,6367.0,9,0,-0.0015676849679775544,21,-0.002371237433683599,12,0.002278269340806013,-0.007754032687763576,0,174.0,0.003633056538613172,30,-0.001482838582045478,35,86,27,76.0
31,3,4324.0,4,3,0.002140783565825895,68,-0.0022970074622948467,20,-0.02434798544178856,0.05160850946695732,0,196.0,-0.03926300648220538,150,-0.0014738219139061517,82,300,0,89.0
26,2,3958.0,0,4,0.0027963852564537933,82,0.0005005407318812448,107,0.06831788800726901,0.013625456884868627,0,188.0,0.07888402920819926,176,-0.0003793167024701622,71,329,36,88.0
31,3,6781.0,2,0,-0.0015597381662158525,40,-0.002329807698500836,27,0.005229765580209112,-0.013774725345869042,0,179.0,0.010161877022268732,78,-0.0014753218777988847,67,185,18,77.0
10,3,6690.0,6,0,-0.0015762736568424591,9,-0.0023713013818157298,10,0.014446022480778125,-0.005100417001551069,0,180.0,0.022975678199102338,27,-0.0014909624331241136,22,58,0,75.0
0,0,4047.0,9,1,-0.0008558511727416138,129,-0.0015951244232154966,40,-0.021678409757175682,-0.0077274870570300065,0,188.0,-0.025129420429478886,281,-0.0013585120003665114,170,580,258,79.0
6,2,8482.0,8,0,-0.0015251400293453275,7,0.0031828860542999662,5,-0.020489485018685957,-0.0033342360248277613,1,183.0,-0.03134214139652899,31,0.003869846526796361,25,63,1,77.0
66,2,6296.0,2,1,-0.0003660219809352103,82,-6.271125504310666e-05,31,-0.01131656316781234,0.0020309505404665414,0,174.0,-0.012108428496869118,120,-0.00021504461976650817,109,311,55,70.0
19,0,4241.0,9,3,0.0003976463717800775,115,-0.0016981123784957125,47,-0.0159169907333264,-0.0039115966095159575,1,183.0,-0.019536066048246026,263,-0.0013703637829508126,167,545,222,78.0
66,2,8245.0,8,0,-0.0014290434754652846,21,0.004228989343816284,15,0.01796775871843758,-0.004297590556477092,1,182.0,0.01803145698194878,42,0.0031153392497405424,17,80,3,71.0
8,1,5588.0,9,1,0.0013976176644894007,32,-0.002792951794700205,19,0.007405011655776187,0.021294530463515638,1,187.0,0.013817584935898495,46,-0.0014542130213152226,45,123,53,75.0
40,1,7075.0,6,0,-0.0015201106644682312,48,0.005696045487290247,46,0.03529807282019898,-0.008519088091606751,0,189.0,0.04838439224657029,89,0.004044156228404297,59,196,10,83.0
39,1,5466.0,8,0,-0.0014446383428740955,58,-0.001438382308047196,27,-0.002935036154085123,-0.012241769126543107,0,188.0,-0.0053979219899423225,81,-0.0013664514973818534,76,215,2,78.0
70,0,3581.0,4,2,0.001659437124663983,47,-0.0021636553044349803,12,-0.02937867823046913,-0.005717464490067686,0,194.0,-0.04103848659876313,118,-0.0015234127943397852,53,218,0,89.0
47,3,4573.0,6,2,0.002296957695902797,50,-0.0023713013818157306,19,-0.012533037286619872,0.010556984223246076,0,180.0,-0.01993317066603501,80,-0.0014909624331241134,61,191,3,69.0
37,1,4926.0,9,2,0.0023203522871519727,58,0.0004020235350471401,31,0.011198529759434124,0.021638622760128862,1,188.0,0.01252977368386111,74,0.0004219338463328113,56,188,56,86.0
11,1,3858.0,8,2,0.000392156280970338,74,-0.0014696276644937428,23,-0.024052167538424443,-0.0002440441354611055,0,181.0,-0.02610055828010792,150,-0.0013649041317470242,140,364,22,81.0
74,3,3830.0,7,5,0.0040350602085096315,80,0.002998319163297608,77,0.03654677009529461,0.06870635929190087,0,175.0,0.05546232640741739,131,0.001878219417572214,119,330,37,71.0
44,3,2846.0,4,3,0.0012579327590988615,101,-0.000875058930522851,29,-0.02194086872965736,-0.0058357965625154004,0,188.0,-0.036560975362468655,135,-0.0005397393832195348,157,393,0,87.0
58,2,5372.0,1,0,-0.0014743570185000415,34,-0.0017381294064574284,16,-0.013689139659808705,-0.011264093136237387,0,180.0,-0.019623845110492984,80,-0.0013945617361897811,57,171,33,73.0
57,3,6578.0,0,1,0.002015900596315117,28,0.009076918833816144,24,0.03689055406362665,0.01588741638329599,0,179.0,0.05945027687762845,33,0.005692359031927393,42,103,3,78.0
63,0,7676.0,11,1,-0.0004420874208869651,85,-0.001633545858931588,16,-0.028553663571352007,-0.0015240986825049018,0,170.0,-0.03303146555389373,168,-0.0013631410179429546,74,327,76,69.0
8,1,7288.0,3,1,0.00037531330245065865,46,0.00045206250349763436,32,0.013022040724340616,0.012602759704031982,0,180.0,0.01299646030956193,72,0.00045295228010371974,68,186,18,77.0
9,0,5919.0,9,0,-0.0014523501774654445,70,-0.0016641388012294516,41,-0.006350888947681785,-0.010720830525025172,0,193.0,-0.00696801803711824,187,-0.0013737459513722874,102,359,182,84.0
15,3,6152.0,10,0,-0.0015762736568424591,17,-0.0023713013818157298,7,-0.015259588304670809,-0.007850820282048504,0,176.0,-0.024269614061961316,32,-0.0014909624331241142,27,76,8,72.0
8,1,4351.0,9,0,-0.001470125858877517,60,-0.0014169824660544336,28,-0.002517190146916245,-0.005798974980253461,0,185.0,-0.006083654017348303,80,-0.0013905595757664627,81,221,51,90.0
27,3,6639.0,0,0,-0.0015689410935368394,19,0.004791489872517252,8,-0.01418724671545992,-0.010712772152313423,0,180.0,-0.02337429757290733,35,0.003026870766622473,28,82,0,73.0
74,3,5021.0,7,3,0.00341800973822158,52,0.00022831682886652593,49,0.03266517114264217,0.06478720809704856,1,177.0,0.05448177112533487,84,0.00017117781109684093,86,222,27,74.0
1,1,6252.0,10,0,-0.0014827454022909071,76,-0.00023119264248280865,28,-0.013323874557251257,-0.012078286014490515,1,176.0,-0.013075446489484204,119,-0.00021019882735498878,101,296,36,77.0
17,1,3868.0,5,1,-3.108715181481274e-05,57,-0.00016905624286390298,23,-0.012012582263771191,0.010260085277763259,0,179.0,-0.012722566834694748,106,4.746884979850296e-05,74,237,18,76.0
28,3,6285.0,5,0,-0.0015740926006606874,35,0.007169196935447773,18,0.00508906616887045,-0.01003431645254538,0,184.0,0.008442790238344811,48,0.004525630566523366,40,123,5,79.0
38,1,4763.0,0,3,0.0008644312790556589,114,-6.068650199378979e-05,79,0.01703869127223064,0.0015449248889934702,0,189.0,0.02077951853178077,152,0.00020284535125246722,163,429,13,90.0
57,3,5861.0,7,4,0.004125901449814816,64,-0.00014774100868972443,54,0.02797940727669886,0.04216131182260675,0,179.0,0.045034013892599783,93,-7.270260164669431e-05,102,259,46,78.0
31,3,3882.0,0,3,0.0022490101000532748,66,0.007283387944852026,84,0.06621527005982161,0.006882270989016884,0,185.0,0.11273606786991225,111,0.005255752267271269,89,266,13,80.0
2,0,5169.0,9,5,0.0022637849161728225,116,-0.0006720932971823457,43,-0.012923513573769564,0.042025880521937946,1,190.0,-0.016696972116238985,234,-0.0005997940554320425,100,450,170,75.0
59,0,3553.0,0,0,-0.0013893872600196453,88,-0.0004329716392451826,33,-0.013366360618748805,-0.016623660488298997,1,183.0,-0.014409730491104984,120,-0.0004016497025746959,150,358,14,78.0
23,3,3902.0,3,4,0.0016641079853835386,103,0.00439875942070869,100,0.028750245360725606,0.0026428018882466825,0,170.0,0.026307205792952846,241,0.002546212911940725,121,465,43,68.0
48,1,8777.0,3,0,-0.001449062118634177,23,0.002248059087668516,34,0.05295539756494805,-0.0027277455952596378,0,184.0,0.059672473612288765,60,0.0016837504117142108,34,117,11,82.0
54,0,7494.0,6,0,-0.0014831918179831318,9,-0.0020816465136160762,8,0.009378660918074041,-0.002386751850446765,0,183.0,0.0232834656887784,12,-0.0014029183778657315,28,49,0,74.0
29,1,6737.0,9,0,-0.0014613780587735268,71,-0.0004588515343413085,27,-0.014163349474298837,-0.008465751451358344,0,190.0,-0.01948180122869141,133,-0.0002134374379275495,84,288,70,83.0
25,3,3540.0,6,4,0.0017114121054259074,107,-0.0019130142916725487,34,-0.020817382577829637,0.01915783747857364,1,186.0,-0.0283131483530171,268,-0.0014147952313382055,82,457,2,75.0
37,1,8487.0,0,2,0.005039102983398199,13,-0.0013542111115577456,14,0.00042284770566144216,0.0027715272549530146,0,183.0,0.0004220170662917752,42,-0.001356876551308757,49,104,16,74.0
37,1,6312.0,9,0,-0.0014613027523944506,61,-0.0016204361333275127,23,-0.01714955123915255,-0.008222708857457491,0,177.0,-0.02002314223984625,120,-0.0013822139942409435,93,274,89,72.0
79,2,4952.0,5,0,-0.0014299359777343677,94,0.0015142887906483512,44,-0.002367273355821549,-0.014687601042588466,0,175.0,-0.0034248940719109927,133,0.001540975858389704,120,347,14,65.0
17,1,5919.0,1,2,0.001185977788688932,63,-0.00023992596714374393,65,0.042762671085130564,0.010795987648068928,0,183.0,0.05068855002123954,96,-6.00606876490218e-05,95,254,9,73.0
10,3,4459.0,6,0,-0.0016529743067481494,51,-0.00015316172855629807,28,2.864554398791995e-06,-0.02391719535875791,1,183.0,-0.0009249264328055645,98,0.00019788618395665927,61,210,6,80.0
20,3,6754.0,5,1,-0.0005127723787401727,75,0.005478797865344345,75,0.03963459078807168,-0.014876208421927418,0,174.0,0.062025872469571565,160,0.0033524710674198237,75,310,15,71.0
26,2,5601.0,9,4,0.0020307000070912107,97,-0.0020989697189969037,62,0.00925976653456873,0.002270111607269247,0,173.0,0.014227349273276282,195,-0.0014889730080904398,104,396,97,71.0
41,1,7681.0,7,1,0.0027880690060287858,19,-0.0023060857495992948,11,-0.0010641727391290036,0.006921173860796684,0,169.0,-0.00016462967564173357,36,-0.0014789939377197,30,85,3,59.0
11,1,7441.0,4,2,0.00351378909827773,33,-0.0013750977604584482,9,-0.02268163489277367,0.006216890360792111,0,196.0,-0.023262230382217315,48,-0.0013588719084480904,55,136,0,93.0
29,1,6553.0,6,0,-0.0014381320746839144,75,-0.0013909123117930367,8,-0.035275522332661916,-0.008446851005800405,0,178.0,-0.0361091338263843,95,-0.001360297362020091,106,276,12,64.0
72,3,5870.0,11,5,0.005757736177401833,57,0.0050844393812161034,37,0.0049107114310022225,0.05550147024925255,0,169.0,0.013292227440126536,103,0.0028691414604391182,91,251,46,70.0
30,2,3008.0,4,5,0.005545895918414459,79,-0.0013729184674664196,11,-0.029307758305535968,0.02928433993559808,0,188.0,-0.030018603814856007,76,-0.0013494700586843913,85,240,0,89.0
81,2,5537.0,7,1,-0.00016423794888558688,65,0.00427821872943721,28,-0.010236434624753434,0.0051937819784905965,0,176.0,-0.014085476893248003,104,0.0026351777499706787,98,267,36,68.0
70,0,7751.0,9,0,-0.001472587210826785,25,0.0023583199611845857,17,0.002730267731652933,-0.0055047914969297155,0,180.0,0.0014133696683546304,53,0.0012428958687838785,41,119,32,73.0
18,3,6644.0,6,1,-5.668620365867389e-05,38,0.01216254568174824,51,0.028922867542044293,-0.0009647996383759963,0,179.0,0.044833752992035285,149,0.0064766389985279355,55,242,16,70.0
19,0,7494.0,6,2,0.005531201009710125,18,-0.001590212295157065,14,0.005321277327642557,0.027499457016269373,0,172.0,0.004786070853304312,47,-0.001342809262005185,29,94,4,65.0
75,2,3473.0,2,0,-0.001425995416867212,79,-0.001396258555982659,16,-0.02395039599598357,-0.013059274871507405,0,176.0,-0.025432448063417518,105,-0.001348817565482329,75,259,13,69.0
22,2,6318.0,8,1,0.0022480539942669056,32,0.002326146182912538,15,0.01052987252363969,0.007967959774171241,0,177.0,0.010206251939710842,31,0.002346802840566552,28,91,4,74.0
80,2,3557.0,7,4,0.002960992845926684,82,0.0007920065584013831,35,-0.006433728906641426,0.01402082466461632,0,184.0,-0.00724783924148981,102,0.0008376175172438207,121,305,14,73.0
77,0,4404.0,0,3,0.0007235132996916085,110,0.0031558684082430475,75,0.011408235135747373,0.013213192669072556,0,183.0,0.020233623065792596,192,0.0017895023017545106,161,463,18,76.0
38,1,7101.0,8,1,0.0008537365160157822,46,-0.00232880298660787,27,0.016694504258223938,-0.005546998741868538,0,168.0,0.0266596811964736,64,-0.0014601649000959011,41,151,8,67.0
5,2,4664.0,2,0,-0.001419761678266686,56,-0.0013482807333104654,23,-0.002251129228558108,-0.007491808867948803,0,174.0,0.002034580875281481,63,-0.0013429212098394134,64,183,13,68.0
41,1,7165.0,0,4,0.009921284167418205,35,-0.0014085055435546735,25,0.02305644593818138,0.04060333870879768,1,185.0,0.025143043618381624,49,-0.001356411214661367,40,124,6,75.0
31,3,6284.0,0,2,0.002032151078681006,46,0.003372050148531325,40,0.021383159525914592,0.029550331876852708,0,195.0,0.03948333047617614,104,0.002116530060669681,56,206,15,90.0
36,0,7903.0,9,0,-0.0014578611551375636,21,-0.0016705908001404055,11,-0.011849241854869505,-0.003422476067170968,0,185.0,-0.013293547066324109,39,-0.0013789586634183506,52,112,19,72.0
78,1,5919.0,0,0,-0.0014661951996425655,41,0.00023775174319019878,19,-0.007670999984516652,-0.008657434909663713,1,194.0,-0.001167522143287225,92,0.0005258183629935754,43,176,14,80.0
62,1,6343.0,0,2,0.004766783747528021,33,-0.002240512862313004,31,0.04806565818473913,0.024215000247685643,0,193.0,0.07665364597537548,46,-0.0014572951862061245,37,116,6,85.0
8,1,8291.0,2,0,-0.0014362996891165148,32,-0.0013782521638054368,20,0.0008514336942466608,-0.004223114988877118,0,179.0,0.00011008377425995213,64,-0.001358564148988119,51,147,29,79.0
1,1,7740.0,1,1,0.0007082574307046162,50,0.0007724979747185166,38,0.03692525935138271,-0.0012207536998833624,0,184.0,0.038969822458140735,43,0.0007859697689452282,64,157,19,70.0
20,3,5943.0,5,0,-0.001577121345377662,53,0.0010244407112041435,74,0.03453578303167066,-0.011987647593222713,0,178.0,0.05574970350638446,200,0.000813320562712068,75,328,3,74.0
31,3,4558.0,6,3,0.0013005642344506149,85,0.003754199201749353,117,0.06182025757843788,0.024252327975474525,0,176.0,0.0942370582331198,170,0.002341161638783571,132,387,3,69.0
63,0,5192.0,9,1,-0.0009330205759619824,135,0.002254649050588355,74,-0.0025869486681887564,-0.008137781550093554,0,183.0,-0.0029855132858462767,313,0.0015571603304943376,148,596,238,70.0
40,1,3225.0,6,0,-0.0014626588772598038,92,-0.0012511635924205337,34,-0.013130830996884295,-0.011364830821923357,0,181.0,-0.012685315708318802,133,-0.0013834967227951446,130,355,31,79.0
66,2,3684.0,5,4,0.0018306997668856761,127,-0.0014543331259232648,86,0.025976400113899258,0.02429838896310624,0,170.0,0.03174805291336953,176,-0.001356870350225351,107,410,14,64.0
63,0,3816.0,10,0,-0.0014459019079373315,137,9.371483279084862e-05,64,-0.00927274192375341,-0.013485712658129508,1,181.0,-0.011599676583760085,338,0.000281455104825316,129,604,105,73.0
1,1,8549.0,6,0,-0.0014356375251401662,23,-0.0014197784829674148,10,-0.01022365992508896,-0.002399981744454057,0,187.0,-0.012337840440136798,53,-0.0013579378227096715,21,97,3,82.0
5,2,5905.0,6,0,-0.001442973482001627,43,0.0007920169492040556,15,-0.010901957487331509,-0.006340715612094939,0,176.0,-0.0126570829705016,57,0.0009274787087304427,46,146,2,70.0
58,2,5086.0,1,0,-0.0013994889730241846,60,-0.0012865099382640475,13,-0.019353136579090904,-0.0075301104401683736,0,179.0,-0.01801769146318567,58,-0.0013237457057617055,60,178,24,68.0
3,0,7802.0,5,1,0.0015705934963444919,23,0.004474619927453997,9,-0.017332216119732083,-0.00020895234811138384,0,178.0,-0.02386583907591725,50,0.00484025175975645,35,108,2,73.0
66,2,4890.0,8,0,-0.0014382168818924976,92,0.001968035004299094,52,0.01529389033468126,-0.011964041475401309,1,180.0,0.017714888969984553,129,0.002078155597197768,71,292,3,72.0
48,1,4844.0,7,3,0.0009408273534548405,93,0.0010611063049086207,46,-0.011862299610875437,0.007173308901747212,0,170.0,-0.015175077976136169,286,0.0008530911374615548,87,466,127,72.0
69,2,4279.0,6,0,-0.0014429919045993054,75,-0.00018581780429569424,35,0.0017903618745770539,-0.007195097185439609,0,173.0,0.004928604013509682,72,-5.240830173020259e-05,108,255,3,69.0
59,0,7036.0,9,1,0.0004913006193621956,52,-0.0015303519425108347,20,-0.006891612508264646,-0.007889923632208508,0,194.0,-0.011049800954825087,52,-0.0013342113093281335,73,177,21,78.0
33,3,6992.0,1,0,-0.0016181700368421215,18,-0.002327515274928223,8,-0.008061405305386342,-0.0037590616872725064,0,187.0,-0.008395666252333211,29,-0.0015305912935013911,24,71,10,81.0
15,3,7552.0,5,1,0.0010760594022354323,29,0.006592023948915872,25,0.018936032775269868,0.0010793898833040016,0,174.0,0.03204582845413178,52,0.004009684026638575,55,136,5,69.0
32,2,4855.0,8,0,-0.0014408720511565774,67,-0.001528913192730014,30,-0.004441540330668322,-0.010363034043874885,0,186.0,-0.009762362877354156,122,-0.0013628890452412439,58,247,9,77.0
63,0,3092.0,3,2,-0.0007087291657327258,197,-0.0005936240698569152,86,-0.013357016718538046,-0.01122573136290262,0,183.0,-0.017706514517766118,523,-0.0005922614978403193,194,914,265,77.0
14,0,6464.0,9,0,-0.0014051406517304778,47,-0.0005509076924951119,21,-0.008465472192206391,-0.009459393531825138,1,172.0,-0.011593803328193276,74,0.0004992965213089657,73,194,45,82.0
45,0,3263.0,9,4,0.002003506672155653,118,0.0011970309163234034,32,-0.01691179068037189,0.009825239954236942,0,188.0,-0.01955887670714035,132,0.001219850616498855,139,389,82,77.0
23,3,4938.0,5,0,-0.0015672365063871645,85,0.008428987547644005,112,0.05877796322314156,-0.027000400966674783,0,180.0,0.0924250847721125,186,0.005278042942880233,112,383,25,74.0
54,0,6129.0,11,0,-0.0014049953043675225,97,-0.001488944128340755,39,-0.006550728163747021,-0.022619982442123918,0,178.0,-0.009634334475273251,131,-0.0013289540229480096,114,342,81,76.0
77,0,6996.0,11,0,-0.0014341532671730516,38,-0.001549695751066476,4,-0.03659926396342095,-0.006157510903341596,0,186.0,-0.03936104838338755,85,-0.0013565338958848937,45,168,7,79.0
68,0,5060.0,0,3,0.002433631088551373,66,0.005294319469444269,59,0.028134401322292082,0.010679034656540985,0,188.0,0.03926004632430776,108,0.003843312607215216,104,278,9,79.0
72,3,7265.0,2,0,-0.0016023677634114547,68,-0.002840495269569301,44,0.012871868370722371,-0.014547410267478831,0,167.0,0.033196079689252464,115,-0.001515644272125499,82,265,43,64.0
9,0,5685.0,6,0,-0.001417638060551052,86,-0.000682775943453352,49,-0.002383591199787601,-0.020261370810180212,0,176.0,-0.0038876331988317273,237,-0.0005010932883795197,66,389,2,72.0
58,2,4340.0,7,1,-0.00017272758491177498,78,-0.0001223581428804956,20,-0.01959866486471612,-0.007455457993840174,0,176.0,-0.019762004324249877,87,-9.553729057227596e-05,102,267,33,65.0
58,2,6689.0,6,0,-0.0014173702505035578,50,-0.0014066221029939204,28,0.005412733679052938,-0.006876596247492983,1,183.0,0.004155779341150694,73,-0.00134065921114339,65,188,3,74.0
67,3,6011.0,8,1,0.002358764579191282,23,0.016404144731308006,30,0.06872241194331254,0.004942670093307165,0,182.0,0.10929956837438394,25,0.010314152274977121,46,94,2,75.0
33,3,7096.0,0,0,-0.0015762736568424591,9,0.01374643318104848,35,0.12801750865067035,-0.011985447056581932,0,188.0,0.2036054620932703,31,0.008643108640497039,33,73,4,79.0
2,0,7136.0,10,1,-0.0004726053788426396,78,-0.0017557236048673602,32,-0.012602575741391791,-0.0024992037421281595,0,183.0,-0.013453741107359505,162,-0.0013666953081449672,96,336,93,74.0
9,0,4071.0,3,2,-0.000443830666301675,170,-0.000447433917857416,105,0.006949722471234667,-0.009353597185039754,0,184.0,0.006993910830310251,314,-0.0003677297168164751,195,679,65,78.0
41,1,5895.0,9,0,-0.0016299138656283596,21,0.005879837264131903,24,0.04484099872268976,-0.008067993682675408,1,187.0,0.11742438168946864,39,0.005852480626999935,39,99,45,79.0
42,0,5552.0,6,0,-0.0014992908385743756,47,-0.0019259889308723035,32,0.004900877046113591,-0.008114985714356588,0,178.0,0.006671284690538145,84,-0.0014181460858258574,87,218,4,75.0
4,2,6683.0,8,3,0.006354149164830397,35,-0.001438477968486324,29,0.026500466670930662,0.021583949378685824,0,180.0,0.028396781443891708,61,-0.0013602899946934376,41,137,7,74.0
63,0,5831.0,0,4,0.0022968600084172703,76,-0.0015420271456458837,43,-0.004340391626210543,-0.0029070674377496978,0,188.0,-0.005354231366596447,153,-0.001334493755172781,131,360,31,71.0
59,0,4484.0,0,7,0.0038164513830575963,101,0.000469807390416394,69,0.008282880229792124,0.03394142927471406,0,180.0,0.007919223205359394,174,0.00015180769997254732,162,437,17,74.0
31,3,6423.0,5,10,0.010695993534123312,74,0.00995533840123855,77,0.043762192731023296,0.06726457735846414,0,171.0,0.07327105185103669,121,0.005929945228232714,105,300,28,76.0
21,3,5610.0,7,0,-0.001569838530215925,54,0.002878457714616576,28,-0.003096148075337334,-0.019265448636363692,0,178.0,-0.004567980303080711,88,0.001803067470445599,83,225,15,71.0
49,2,3712.0,4,1,0.000668280425241224,49,-0.001416326113286199,9,-0.025685701218683712,0.008801515827992013,0,183.0,-0.024544259327528708,52,-0.001358895251834335,58,159,0,82.0
7,2,4010.0,7,1,-0.00022792650829133785,66,-0.0014537253543727244,46,0.011111288756522852,-0.007696500666508043,0,171.0,0.011135573824077004,116,-0.001358443010901913,95,277,29,66.0
4,2,5878.0,4,1,0.0003267479488609255,53,-0.001443835556823038,10,-0.02732447000171628,0.0033229596229921825,0,181.0,-0.026798765066564163,79,-0.0013570947755882686,58,190,0,73.0
31,3,8446.0,5,1,0.0015645590748989394,27,-0.001860390286492989,21,0.013725268300031492,0.010084740000463721,1,188.0,0.013453286943723143,57,-0.0014116402801542295,37,121,6,76.0
53,1,5900.0,8,1,4.330780815754104e-05,66,0.0030081307976066343,47,0.025453174105121976,0.0012652520801851965,0,188.0,0.02816607343002834,90,0.0031005893185038105,70,226,9,74.0
45,0,4136.0,6,1,-0.0006083344542495445,96,0.0004159038808109522,64,0.007147405066456463,-0.009814747295297542,0,180.0,0.006837418846880093,157,-0.0003612771355334257,157,410,2,74.0
8,1,3197.0,11,2,-0.00019929450910653585,125,-0.0002676706990171995,76,0.002415849598976953,-0.005634307950449341,1,180.0,0.00010597121274677702,259,-0.00012065345264163408,153,537,91,85.0
10,3,4540.0,4,0,-0.0015798643400067882,46,-0.0024384705468091096,13,-0.019777161726435517,-0.007230769486265844,0,186.0,-0.03618630797479756,66,-0.001494358781013345,50,162,0,78.0
44,3,5742.0,0,1,0.0001695430745795275,46,0.002721225128803037,41,0.024579089220716558,0.0055270254363033716,0,190.0,0.029087577487123376,61,0.002091275574958403,94,201,7,84.0
11,1,8503.0,9,0,-0.00143451552896182,24,-0.0013542111115577456,0,-0.044892481880858696,-0.002834176833512976,0,193.0,-0.04480429537221031,39,-0.001356876551308757,35,98,30,82.0
3,0,6355.0,11,2,0.0004627897432278294,83,-0.0017005574141277903,32,-0.014389496456272115,0.002961366853883061,1,179.0,-0.02191674457089517,157,-0.001396798928349001,101,341,88,68.0
66,2,7900.0,9,1,0.003867446703718508,20,-0.001500759101952953,11,0.013576393559766135,0.02195069779228781,0,180.0,0.010830913754281912,17,-0.001366789880084974,26,63,12,74.0
39,1,4882.0,0,2,0.0013255683968777952,58,0.0019382249568848,40,0.010266770245034187,0.005102798472489557,1,186.0,0.011648953275785122,102,0.0014726488213979046,85,245,1,80.0
0,0,2621.0,1,1,-0.0006481304284261691,103,-0.0021266938488765765,66,0.005306840636829792,-0.0064133850611401795,0,176.0,0.006559108062992525,223,-0.0006244159334495723,115,441,37,83.0
44,3,7070.0,11,0,-0.0014708777389055565,57,-0.0017736877071375136,20,-0.017645175346464318,-0.006432284003846497,1,175.0,-0.017863446829446333,109,-0.0013912707624764346,85,251,53,74.0
39,1,7029.0,7,2,0.0039947280187861076,36,0.0014964331539214525,30,0.03766612555686755,0.00238671956837896,1,181.0,0.046351225606220514,53,0.0013807609524867915,36,125,35,77.0
70,0,5348.0,8,0,-0.0014185655644975222,93,0.0022017589535504433,59,0.0029005765017807504,-0.017974560423334326,1,178.0,0.003133923185482275,219,0.00040067015519413933,104,416,17,70.0
15,3,5012.0,0,1,-0.0002936405878560825,62,0.0037058565827280056,51,0.015370499645499906,-0.0029783773429810554,0,190.0,0.02035057767618561,136,0.002361514281568058,89,287,11,83.0
64,0,5125.0,3,1,-0.0006237280444316718,107,-0.0007100149384204332,65,0.00757909354701605,-0.014660796072046709,0,178.0,0.007315550844601491,156,-0.000547055219624592,149,412,23,76.0
2,0,4063.0,4,1,-0.0006386772342555309,68,-0.0017465191838519694,12,-0.03366452422064981,-0.010833675098880759,0,191.0,-0.04333352409113258,188,-0.001383407037886107,76,332,0,82.0
15,3,6859.0,0,0,-0.0015762736568424591,9,0.010701972208063015,14,0.0657492719427537,-0.00417830771313506,0,186.0,0.10457093750144908,13,0.00672889521547971,23,45,0,82.0
52,1,6370.0,2,1,-0.0005479431105205188,78,0.0011693395652778154,76,0.024300176283360557,0.00591745848391491,0,171.0,0.02923028969818733,177,0.0013455276609899993,116,371,34,74.0
18,3,6552.0,9,1,-0.0005229190327128201,66,-0.0007528272268070451,39,-0.010780158246063343,-0.016639544079411213,0,184.0,-0.018224977033798287,245,-0.000505544551818588,66,377,177,82.0
68,0,5719.0,0,6,0.00663074944963844,64,0.0003871355416020249,45,0.015108343083299459,0.06854637575784457,0,178.0,0.02398042005106162,102,6.264455087686358e-05,87,253,6,71.0
68,0,5388.0,6,1,9.375572482996893e-05,43,0.0028144833473373785,40,0.02374491040262882,-0.004419741101789946,0,189.0,0.04041585707997623,84,0.0019997110143874924,74,201,6,89.0
53,1,7742.0,8,1,0.0005019378140053104,46,-0.0012548523749670818,13,-0.02001542312984492,0.010709389389511593,0,176.0,-0.018402533855645976,70,-0.0013764440577173466,56,172,2,74.0
19,0,6391.0,3,1,0.00019779008679275402,42,-0.0022197696369180508,47,0.03209350439963885,0.013786832433757615,0,179.0,0.04920351374854469,112,-0.001455516510125583,59,213,20,77.0
40,1,8305.0,3,0,-0.0014777490540588134,37,0.0005169037494083752,27,0.014088874246737241,-0.005187726788189588,0,185.0,0.0006921497164619929,78,0.0008614792260126233,34,149,8,82.0
30,2,5295.0,0,2,0.0009169248567416117,83,0.0009318554974541052,36,-0.0023489088380517762,0.0063233988120093365,0,187.0,-0.004069624024751978,105,0.000994413295562214,97,285,5,76.0
58,2,3676.0,9,1,-0.0003497991059021168,97,-0.0014154594296061894,15,-0.028448342635373658,0.0015143558666445038,0,183.0,-0.02981716105207255,94,-0.0013520611317059663,119,310,76,70.0
5,2,7156.0,7,0,-0.001443567776653657,40,0.0009215040465180264,15,-0.008325464955118619,-0.00751135155485072,0,181.0,-0.008797390889132678,63,0.00105980674961849,35,138,5,69.0
26,2,6607.0,0,0,-0.0014848575615665645,54,0.003070799849971989,33,-0.005106855347972264,-0.010744407038416023,0,172.0,-0.0098105179924419,175,0.002447691508945818,47,276,14,69.0
