club,leagueCountry,birthday,position,redCards,meanIAT_redCards,ties,meanExp_yellowReds,yellowCards,meanIAT_yellowCards,meanExp_redCards,skin_color,height,meanExp_yellowCards,victories,meanIAT_yellowReds,defeats,games,goals,weight
44,3,6495.0,3,0,-0.0015762736568424591,31,-0.00237130138181573,30,0.04314466340909321,-0.015125473921548909,0,185.0,0.06861943512928248,44,-0.0014909624331241136,45,120,3,78.0
25,3,2137.0,4,1,5.071811748333005e-05,46,-0.002321502233635978,17,-0.021655869936602182,0.0119306631025282,0,185.0,-0.034235847735028815,110,-0.0014798617002841164,73,229,0,82.0
31,3,5194.0,1,0,-0.0014787030119535062,96,-0.00035320916904494037,37,-0.015324329121393985,-0.012003815691383424,0,168.0,-0.01702275048483741,208,-0.0005221474106882412,118,422,53,73.0
25,3,6241.0,0,4,0.002310987976774885,71,0.004015543011537918,77,0.025735071626629438,0.061787486240839525,0,192.0,0.04180956374146096,268,0.002438893018116416,41,380,29,85.0
37,1,6276.0,5,1,-0.00015630534813524261,57,-0.00022780412195145308,50,0.019727205776927183,0.005804660157644372,0,178.0,0.02132942563491451,113,-7.77726241879658e-05,90,260,8,68.0
59,0,6264.0,0,1,0.004709622246670619,12,-0.0020940241392411927,12,0.024682209531787163,0.006619642673964784,0,184.0,0.032958975513224895,19,-0.001436862816497982,28,59,1,77.0
33,3,4163.0,1,0,-0.0015762736568424598,47,-0.00237130138181573,46,0.03169557596996645,-0.015328420296186904,0,174.0,0.050410232629094186,81,-0.001490962433124114,82,210,53,69.0
10,3,7218.0,10,0,-0.0016051206158476502,41,0.006395166421046409,14,-0.009879210200684222,-0.009726402114041542,0,172.0,-0.016532348283260914,37,0.004128982311169543,53,131,21,66.0
47,3,7932.0,1,0,-0.0015108734259814053,14,0.006473110016544861,3,-0.032456345017191746,-0.004922755409372171,0,170.0,-0.04849073146573359,23,0.003931674927948144,32,69,5,63.0
1,1,7731.0,1,0,-0.0014345155289618202,20,-0.0013542111115577445,3,-0.03025647480943605,-0.002054174782514786,0,178.0,-0.03019703918089286,21,-0.0013568765513087568,28,69,12,63.0
57,3,2074.0,5,3,0.0009368836270076142,111,0.0016335379171597867,144,0.07124646150135892,0.043946087258278914,0,179.0,0.1128808343123234,146,0.0010220559042736558,185,442,24,73.0
25,3,3024.0,0,1,-0.0010216468090113186,134,-0.0004260452598145862,119,0.017686864414107117,-0.020494652502583158,0,178.0,0.02520456429937382,421,-0.0003355582800276368,100,655,20,80.0
23,3,5884.0,9,2,0.0004778471739789968,75,-0.0024601463179065738,54,0.008637997302415202,0.0002631258385264753,0,177.0,0.010127725728854738,192,-0.0014918734320853648,77,344,210,72.0
17,1,3911.0,6,0,-0.001535431645491495,56,-0.0009550094521277256,46,0.03530001158180747,-0.008667955001459463,0,180.0,0.08068555560721645,74,0.00020593593428657933,73,203,2,78.0
21,3,5577.0,6,1,0.0007110779773489831,41,0.0049021223782512455,46,0.0552349331578016,0.0014861384476619042,0,183.0,0.08796196650406587,52,0.0030794633734094264,69,162,4,72.0
60,1,4789.0,1,4,0.0009566860346909256,118,-0.0006064122915173036,78,0.0015611411017122346,0.01935483096980046,0,176.0,0.0017705215581408913,319,-0.0008082134436518005,135,572,185,74.0
36,0,7494.0,8,1,0.0005182101025711646,26,0.0036978302293454845,33,0.020503062023677927,0.016554745322105553,0,173.0,0.024461618058911883,112,0.002879840118311785,31,169,7,80.0
48,1,5728.0,8,2,0.0005152157381105777,62,0.0009809243361825737,80,0.035458806546911976,0.003270665697295544,0,172.0,0.044182683585714734,200,0.0007402255930696416,78,340,16,68.0
25,3,8443.0,1,1,0.0014860328093558224,30,-0.002360564185214147,20,0.01092537402085751,0.004959807694712511,1,172.0,0.0176532204500261,45,-0.0014859165401361722,46,121,23,65.0
39,1,5781.0,0,2,0.0004709776437325617,77,-0.001939461411252455,38,-0.008431932588339255,-0.004610269801630472,0,185.0,-0.012703190191376588,126,-0.0014196607375293448,148,351,8,79.0
70,0,9107.0,2,0,-0.0014366655559749895,15,-0.001610494140831665,9,-0.01160786992362068,-0.006105939194403625,1,170.0,-0.022263977243915867,51,-0.0013589102143677849,23,89,16,69.0
65,1,6844.0,4,2,0.004410516317415235,20,-0.00145642073366296,3,-0.03640413807316048,0.008054526018641818,0,196.0,-0.03942156366568727,54,-0.0013657403563651356,41,115,0,93.0
27,3,8561.0,0,0,-0.0015645989770541164,12,0.011355553252555543,2,-0.03175902836284166,-0.004031271935917913,1,181.0,-0.049586130673690686,19,0.007122256997605423,12,43,0,68.0
63,0,6291.0,3,1,-0.0004599383448078519,66,0.009733507190974995,85,0.0342922279974466,-0.010277284442748162,1,180.0,0.0484736414480029,212,0.005413863191461388,84,362,51,64.0
59,0,5411.0,0,2,0.0019458797883650399,48,0.00334601928701238,38,0.0173814979896929,0.030761864476790864,0,188.0,0.029250375104674726,76,0.0020294271063018027,88,212,14,82.0
53,1,8792.0,5,0,-0.0014429575327267873,19,-0.0014305755898079966,14,0.008748550754091755,-0.0031427467718465915,0,188.0,0.009398835442912472,33,-0.0013648616561915425,36,88,2,83.0
57,3,6970.0,5,0,-0.0015783879272785913,14,0.007905547164401661,10,0.01549871278887261,-0.008007459277822978,1,192.0,0.023294223021307646,15,0.004996399026702573,28,57,2,83.0
53,1,8447.0,3,1,0.0006687937119667195,39,-0.0016000429763545782,18,-0.007230038092627634,-0.001616799937760615,0,193.0,-0.013189438337051851,65,-0.0013826505424812386,54,158,30,85.0
13,1,3316.0,4,0,-0.0014357501256651516,89,-0.0013745194251714582,31,-0.017402018327564068,-0.02250176656756927,0,190.0,-0.017995703895135294,143,-0.0013580443290589828,147,379,0,92.0
18,3,8515.0,0,0,-0.0015232108149606752,19,-0.0021043148726311227,5,-0.031292265658752295,-0.00543359190136451,0,191.0,-0.04881742971518853,65,-0.0014407714631125823,22,106,9,78.0
1,1,6731.0,4,1,0.0006154909596303812,41,-0.0015114844030124487,3,-0.038805037345463984,-0.005239631214127506,0,190.0,-0.04315255370620681,44,-0.0013593398625872913,79,164,0,86.0
38,1,7331.0,9,0,-0.0014718377250685034,26,-0.002324139961090178,7,-0.03136446126226222,-0.016611702763382884,0,192.0,-0.05267098217565088,94,-0.00139217879218248,45,165,40,70.0
18,3,5725.0,0,3,0.0012711446172322097,71,-0.0007680621427223721,68,0.015084327970806891,0.02113757961282619,0,190.0,0.023111174259269517,242,-0.0005316547983331473,79,392,10,82.0
23,3,6035.0,1,3,0.0011122767129237183,84,0.002098630709628151,106,0.046799082031203455,0.00955851143155497,0,183.0,0.06931758517418843,212,0.001279182884845585,107,403,59,81.0
67,3,6473.0,0,1,0.002579834143013407,25,-0.00237130138181573,12,0.0005445584605705769,0.011933619806960028,0,183.0,0.0008660930693771305,23,-0.0014909624331241136,41,89,0,74.0
27,3,6646.0,4,0,-0.0015442518704804741,11,-0.0022819926432367547,1,-0.029831948839025638,-0.002663264204706402,0,196.0,-0.04608523300576285,5,-0.0014606737327452187,4,20,0,86.0
74,3,7680.0,7,0,-0.0015728582624826425,15,0.004178234026051417,18,0.024756866843429128,-0.012075600326023913,0,183.0,0.03963132226333885,37,0.0026221969372588576,38,90,6,74.0
58,2,5157.0,5,0,-0.001408148457446241,62,0.0004925068340193596,28,0.006264116545299,-0.00911788915190908,1,180.0,0.008193767761379147,56,0.0004674392633154244,68,186,8,74.0
4,2,7371.0,1,0,-0.001446598829431752,37,-0.0015155590547444322,16,-0.003423891089479557,-0.007134552994086388,0,171.0,0.004291588720814013,49,-0.0013683058783108386,45,131,29,62.0
43,2,3829.0,4,0,-0.001445784515199084,27,0.00425190558802053,9,-0.01874277525335337,-0.005381466366965522,0,184.0,-0.021055500653920683,58,0.004402876360850657,31,116,0,72.0
75,2,5034.0,0,7,0.006464464286962284,93,0.0013785514454374025,71,0.03365069204831762,0.06206575624694055,0,191.0,0.04036205100759917,121,0.0008771829249664648,97,311,24,87.0
32,2,5385.0,5,0,-0.0014267338764822086,80,0.0012608084157573706,32,-0.0025214551210020267,-0.010933846071378902,0,180.0,-0.002704526424912455,94,0.00128579020837095,80,254,23,78.0
60,1,5493.0,4,0,-0.0014476795176287206,56,-0.001476031804819928,17,-0.025084674531041545,-0.012063938160826695,0,191.0,-0.027275885652204238,123,-0.0013693280774046365,107,286,0,87.0
31,3,4991.0,7,5,0.002095329262511555,122,0.003531636395696478,75,0.00499747547569114,0.06210750432785558,0,176.0,0.006629457628490429,246,0.0021465674061748614,141,509,81,73.0
18,3,3059.0,0,1,-0.0006991281360526822,87,0.0018002141541396126,82,0.0202085627709591,-0.004274988092361626,0,182.0,0.02486361298223817,281,0.001112640623318253,59,427,19,79.0
20,3,4153.0,0,4,0.004081903264571723,64,0.01289210926697399,50,0.024598277158499656,0.005551290903430165,0,183.0,0.031985048863830974,102,0.00881552135470197,80,246,21,80.0
38,1,8272.0,6,0,-0.0014601750004363855,34,0.0006817015131173398,8,-0.026988709641759367,-0.005474621896818596,0,180.0,-0.032244832017032134,69,0.0008933673338756844,45,148,9,77.0
45,0,6117.0,10,0,-0.001398515302154797,46,-0.0014688120276709535,13,-0.02105482435633386,-0.0072550700001837234,1,188.0,-0.02381624734303262,64,-0.0013228247319941235,77,187,42,79.0
54,0,3550.0,0,6,0.0018916553643195933,157,0.003067925977445543,94,0.007988749518959528,0.0345982380081914,0,188.0,0.008554285295634215,224,0.002186719718954113,212,593,16,95.0
1,1,8445.0,4,2,0.00676469376490349,13,0.002534500229189291,6,-0.020683831445324808,0.014013728812284623,0,194.0,-0.019813322244569883,37,0.002682941517438033,33,83,0,90.0
57,3,5026.0,4,1,0.001084831337309858,37,-0.00237130138181573,9,-0.025378790190328963,0.021359986656365428,0,185.0,-0.04036369992303412,35,-0.0014909624331241142,67,139,0,76.0
10,3,3875.0,9,0,-0.0015750754731808669,75,0.003765447698467214,39,-0.00183778403188387,-0.021654727457751863,0,187.0,-0.0024350451589046683,113,0.0022988666414588944,116,304,67,84.0
36,0,3232.0,0,0,-0.001425649049447455,146,-0.001099652381994183,51,-0.020750503853822502,-0.02497309262910189,0,189.0,-0.024027051701555054,431,-0.0008985041539338203,149,726,16,82.0
66,2,5180.0,5,1,-0.0006487162040506117,126,-0.0015087657181755663,43,-0.009891636756103795,-0.012975216171145491,1,171.0,-0.008560929897535352,192,-0.0013636270933858852,94,412,7,64.0
37,1,4040.0,9,0,-0.0014373080092772935,48,4.093277861453722e-05,24,-0.008071274450779374,-0.00623363869429069,0,195.0,-0.009009703556116294,88,0.00016368645909436858,85,221,52,94.0
11,1,6852.0,2,0,-0.0014467774866253878,44,-0.0014765895627297972,25,0.005260615765203779,-0.007271277568710368,0,179.0,0.0033461457107426987,72,-0.001368474866203874,51,167,30,70.0
11,1,5192.0,4,0,-0.001466106475475892,24,-0.0016520544657377663,1,-0.04286736185339349,-0.003782812490543296,0,194.0,-0.051139391348231436,52,-0.0013867577297924888,36,112,0,88.0
19,0,3670.0,4,2,-0.00020335798178961444,119,-0.001449721487454835,4,-0.04104027002958691,-0.012509977044831292,0,188.0,-0.04513533869367542,197,-0.0013188100444784694,188,504,0,77.0
64,0,5343.0,0,2,0.000557074460503248,87,-0.00042768801058443883,69,0.024135968584029832,-0.0013580378875283612,0,187.0,0.02977871153740686,134,-0.00034793271200719817,112,333,25,80.0
78,1,6807.0,9,1,-0.000426181183547471,72,-0.0019817271306719854,31,-0.01246349564406842,0.0036523343818877924,0,184.0,-0.019577118236644736,180,-0.0014044019810989425,66,318,157,78.0
13,1,7736.0,11,0,-0.001459151081975125,27,-0.0015790975429428042,9,-0.016530736487335038,-0.006608151654434093,0,179.0,-0.00752525358331345,34,-0.001380178776720335,48,109,17,75.0
60,1,6355.0,5,2,0.0021763528098790305,46,0.00036844862588580033,16,-0.015760999700224442,0.0012764603050686243,0,182.0,-0.013454282838790335,69,0.00044463865269773567,71,186,17,78.0
8,1,5694.0,7,0,-0.0014345155289618194,33,0.00460969822099197,26,0.006896466218021456,-0.0037529113966367493,0,183.0,0.006882918843220642,78,0.004618771306254328,58,169,18,74.0
29,1,7944.0,1,0,-0.0014345155289618207,30,-0.001354211111557746,19,0.01024488958648354,-0.00762749225670458,0,180.0,0.010224764589907993,37,-0.0013568765513087581,49,116,38,76.0
34,3,5720.0,7,0,-0.0015762736568424595,45,0.013110206816724904,37,0.022703175309275802,-0.014197449787368381,0,178.0,0.03610826791234716,74,0.008243079519169891,71,190,6,76.0
72,3,3311.0,4,1,0.0009230073849627576,35,-0.0023713013818157306,24,0.010654009865625378,-0.004009030568884615,0,181.0,0.016944671277396843,55,-0.0014909624331241134,58,148,0,78.0
15,3,5884.0,4,0,-0.00154360668479232,26,-0.002276820679935061,16,-0.015783700266156272,-0.008252572087269289,0,192.0,-0.023450589957294155,87,-0.0014600634658545359,65,178,0,76.0
36,0,4965.0,11,3,0.0006196443176407868,110,-0.00025834828871153275,72,0.002558651943305925,0.000592484801657871,0,183.0,0.0010119158273472744,305,-4.408384440667561e-05,94,509,236,71.0
49,2,4357.0,8,4,0.0025152581512838013,107,-0.0014808690101377519,41,-0.006040793264364568,0.011342019764902723,1,186.0,-0.008038320488933704,133,-0.0013639168885948385,114,354,7,78.0
10,3,7758.0,0,0,-0.001573387799294074,15,0.008909293420264754,19,0.051791882888057285,-0.004792418519068985,0,192.0,0.10088863985654106,30,0.0041803826664664435,25,70,0,85.0
40,1,4349.0,0,4,0.003263439287505377,75,0.0027752225139886896,46,0.009214574488732679,0.026304470558200527,0,192.0,0.011326265733999079,120,0.002233602333780748,94,289,23,81.0
57,3,6573.0,7,0,-0.0014796180263963535,63,0.0036683073037997423,24,-0.00787589165348294,-0.0051983772461302,1,180.0,-0.011876152105476212,66,0.002009619542765602,88,217,29,71.0
6,2,6027.0,2,0,-0.0014352900238321655,68,-0.0014470786291810814,21,-0.015103038025183178,-0.012025260162885505,0,184.0,-0.011020192146296388,104,-0.0013576091288985178,69,241,8,71.0
4,2,2776.0,5,1,-0.0004752594928912191,104,-0.0004495754145582278,59,0.01161251460329951,-0.003342232316843537,0,178.0,0.013160706945265015,129,-0.00039793121193000086,118,351,7,70.0
65,1,6622.0,0,0,-0.0014421679453705243,54,0.0011366916657405126,29,-0.007658649321236081,-0.008534808078284703,0,190.0,-0.009017958964452816,139,0.0012055658279077287,69,262,18,83.0
78,1,3870.0,4,3,0.0011401845817978972,95,-0.001460145374381363,29,-0.02156836138260101,0.007866972904741214,0,188.0,-0.02411627582087625,206,-0.0013663206157961249,113,414,0,85.0
15,3,4902.0,5,3,0.0015059628882181891,87,-0.0003457017309161045,64,0.01461518571744869,0.013590769826380343,1,187.0,0.021785340556113062,143,-0.00041922342769339766,135,365,45,88.0
68,0,8533.0,9,0,-0.0014706391366286955,45,0.0007866743312986214,12,-0.026158559539400567,-0.009105153512233658,1,193.0,-0.033498634690504604,103,0.00032800588397695736,63,211,79,95.0
62,1,6982.0,4,1,0.0005083248943908113,39,-0.0015002197175869975,10,-0.025744115139180943,-0.0005250258035484839,0,188.0,-0.02892492366474605,74,-0.0013685709773240426,61,174,0,83.0
54,0,5525.0,0,0,-0.0014753953375504956,60,1.8036240652331397e-05,27,-0.008314277919395308,-0.012771309726694909,0,189.0,-0.009750871599693902,118,2.1805536529205757e-05,71,249,12,80.0
26,2,1654.0,4,2,0.0025618379964362703,43,-0.0013802674792610062,2,-0.04053194478451248,0.005346716313646441,0,186.0,-0.041665172602965914,50,-0.0013455057443135564,75,168,0,77.0
11,1,5897.0,2,1,8.18275460053917e-05,55,0.0016725176488053245,30,0.0005978103681576555,0.002248495495238072,0,178.0,0.000596636033235799,106,0.0016758095986256641,61,222,45,75.0
39,1,6967.0,8,0,-0.0014345155289618196,32,0.001045552405587261,20,0.0031972556395300144,-0.003272451601581993,0,183.0,0.00319097497068986,57,0.0010476103247106794,51,140,4,78.0
74,3,4245.0,9,0,-0.0014851633910470648,133,-0.0018179241284424995,17,-0.03507351577293062,-0.011469807350608732,0,191.0,-0.04575891505365663,250,-0.0014047832452761114,150,533,134,83.0
64,0,2378.0,3,4,0.0012515381261934172,133,-8.39194546325316e-06,57,-0.005893559059854174,0.013035605214257845,0,183.0,-0.006348026573093842,171,4.3389998175774765e-06,190,494,26,81.0
63,0,5482.0,4,1,0.001421177997567602,31,-0.001443378744882702,5,-0.029577927152214956,0.01174294021854063,0,193.0,-0.03239038819878105,31,-0.0013196059825163855,54,116,0,85.0
76,2,5520.0,9,0,-0.0014259623452775227,72,-0.0013840717997752874,26,-0.0073430675766888815,-0.010154190411822243,0,174.0,-0.006376857302163886,68,-0.0013487862837961715,92,232,25,62.0
57,3,4411.0,0,0,-0.0015713348097454315,47,0.007859166180653972,42,0.04062658070584608,-0.011374179527390673,0,187.0,0.06532092561753196,59,0.004928048896841551,67,173,7,83.0
47,3,4195.0,11,1,-0.0005157903568974633,88,-0.002368441291692606,29,-0.018593860818748646,-0.01101822967360534,0,172.0,-0.029531870333756226,121,-0.0014903795189398694,140,349,126,69.0
56,3,8595.0,2,0,-0.0015435584114497536,18,-0.0023117268251827195,14,0.01503889304958454,-0.009067392766921749,1,171.0,0.021204532976697527,33,-0.00146001780516613,30,81,7,72.0
44,3,6957.0,4,0,-0.0015762736568424591,16,-0.0023713013818157298,5,-0.01900958807317752,-0.007027776579797654,1,190.0,-0.030233801646644992,19,-0.0014909624331241134,26,61,0,87.0
28,3,8330.0,3,0,-0.0015716358170646625,24,-0.0023933100032319807,11,-0.005220247827015997,-0.01021513123042888,0,182.0,-0.0020733290682233172,45,-0.0014865756029252284,26,95,4,68.0
47,3,7055.0,5,0,-0.0015736121999607186,34,0.0029474105631812674,46,0.10375231093164873,-0.014412292467636941,0,178.0,0.16421470996320187,37,0.0018439297025573886,40,111,1,72.0
58,2,3938.0,8,0,-0.0014257134400083155,66,0.001495269366784825,55,0.033672828628640065,-0.012277401426334315,0,178.0,0.03435635092406605,75,0.0014998227318539158,94,235,6,70.0
67,3,7417.0,9,0,-0.0015753320177473939,23,-0.0024147912784684353,11,-0.0014975002482226756,-0.006527207274276322,0,181.0,-0.0020846780362824913,26,-0.0014900717575043012,36,85,8,73.0
76,2,7354.0,2,0,-0.0014240276670125626,57,0.0007100739937712195,15,-0.02103044780306454,-0.010660201443256313,0,172.0,-0.02111560798903479,64,0.00030994509196502886,92,213,29,59.0
63,0,7156.0,6,0,-0.0014071738990720144,61,-0.0015619557591743506,31,0.0017526863557704945,-0.006584979444509013,1,179.0,0.00622930008358274,88,-0.001331014707555218,75,224,4,85.0
55,0,7833.0,1,0,-0.0014014101426683893,22,-0.0015086878841363074,8,-0.010773964928655837,-0.0026332938155944523,0,175.0,-0.01381943143138368,23,-0.0013255628976907427,34,79,12,71.0
70,0,9038.0,8,0,-0.0014751631887573178,2,-0.002271335364128358,1,-0.02332224134838099,-0.0030854244259727807,0,183.0,-0.027103283079399458,4,-0.0013953242748283507,10,16,2,75.0
19,0,2847.0,0,1,-0.00021197892314093943,73,0.0011313426130120366,29,-0.008918290472439605,0.005199619016167576,0,188.0,-0.007116217067808881,102,0.0010472141523553066,101,276,16,84.0
64,0,6485.0,0,2,0.0008887958489530033,77,0.0010274814410268858,59,0.02407369399311781,-0.0018289447336127336,0,183.0,0.027647236688575282,109,0.0009643366141352844,100,286,20,76.0
66,2,5695.0,10,0,-0.0014421073439039947,99,-0.0015375808317219493,22,-0.02903135524653,-0.013045417362319156,1,184.0,-0.033405714799306103,273,-0.0013640574813641947,82,454,148,77.0
20,3,9267.0,6,0,-0.0015649901412119116,4,-0.0022988809807582768,1,-0.02842597875579992,-0.002708974259002685,0,175.0,-0.043375668008115376,6,-0.0014802896049348673,8,18,0,70.0
47,3,5190.0,1,0,-0.0015750456900975106,48,0.0007301100752224447,42,0.032679677865325184,-0.014032461403878344,0,178.0,0.05067815416624908,72,0.00046730803744821954,69,189,30,70.0
26,2,6220.0,4,0,-0.0015223264198186768,48,-0.0017589496749662425,10,-0.03173732901951298,-0.00833634274202472,0,190.0,-0.038529216707553215,127,-0.0014399349332834936,55,230,0,80.0
36,0,8484.0,4,0,-0.0014258419516721256,18,-0.0016269588908066296,4,-0.016546829808920527,-0.0020190297934156863,0,191.0,-0.018537005443361232,11,-0.0013486724061442456,19,48,0,85.0
18,3,6302.0,3,0,-0.0014975308173856676,68,-0.00023623469100778492,50,0.003529420166205266,-0.011757989476334996,0,189.0,0.00932078014842088,216,-0.00037158416194038157,70,354,36,85.0
9,0,6385.0,1,1,-0.0006989805878384644,102,-0.0016139978346651955,36,-0.017315432991192942,-0.006691939557884379,0,177.0,-0.020570324986178026,234,-0.0013571155130212276,108,444,65,75.0
34,3,5594.0,0,2,0.003290747319304541,36,0.0014990756678194266,33,0.030977110968725713,0.026729620234235592,0,187.0,0.0492675498811067,68,0.0009425480549493864,48,152,8,83.0
27,3,7089.0,0,1,0.0004857034544920952,37,-0.0023363538385019885,44,0.040162176491816484,-0.0042624298202733465,0,186.0,0.0614708688293595,84,-0.0014843292758724151,59,180,20,77.0
2,0,7013.0,5,0,-0.0014801800842228821,41,-0.0019821143119127587,42,0.0271234593783834,-0.007425885519930915,0,187.0,0.03675033612224583,104,-0.0014000696454291965,53,198,10,75.0
3,0,5460.0,2,0,-0.0015200219874989794,98,-0.002131649620308617,39,-0.017178870482706592,-0.017045617707502708,0,168.0,-0.0243855330108576,255,-0.0014377552216557378,113,466,76,66.0
39,1,5557.0,9,0,-0.0014345155289618215,58,-0.0013542111115577471,17,-0.021723741941886,-0.0062310724448138895,0,185.0,-0.021681067960043824,89,-0.0013568765513087592,100,247,121,79.0
0,0,4829.0,5,0,-0.0014347784901965262,89,-0.001441751967131121,43,-0.010277481898322713,-0.01318875906026876,0,174.0,-0.01184223866808736,169,-0.0013571252805320195,159,417,13,70.0
62,1,8085.0,3,4,0.010173352148373388,21,0.0015420552022379465,14,-0.004264945010185468,0.020257366477060924,0,179.0,-0.004256566979070503,55,0.001545090368025039,40,116,5,72.0
10,3,5577.0,2,0,-0.001576273656842459,40,0.001986456481477186,15,-0.008229446894680699,-0.007520953883643104,0,176.0,-0.01308852480745974,45,0.0012489901164104945,50,135,15,70.0
2,0,3938.0,3,2,3.013110676158678e-07,113,0.0007958294382025367,101,0.02722573331982017,-0.001598245567246116,0,175.0,0.030613430580362783,180,0.0007788913265817573,172,465,30,69.0
9,0,7023.0,10,0,-0.0013959951867280867,52,-0.0014853188166453245,5,-0.036087481763233335,-0.008489612998300216,1,177.0,-0.03804750436943,86,-0.0013204410104797467,77,215,47,64.0
65,1,8571.0,6,0,-0.0014449333959134995,23,-0.0015079609211802634,25,0.027640009018837786,-0.0034949467335471628,0,183.0,0.032950894527912486,70,-0.0013667305815342915,23,116,15,82.0
52,1,6240.0,6,1,0.0003271790896423455,51,0.0001523701402850017,22,-0.00565045833845015,-0.0010742597599223036,0,191.0,-0.007020283949437878,90,0.00040638115191199436,47,188,6,85.0
70,0,7584.0,0,0,-0.001503446326301658,22,0.002871370602492989,26,0.02624741333948621,-0.007319068753555028,0,196.0,0.03995650362465968,77,0.0016377766306415768,25,124,7,85.0
74,3,5621.0,9,2,0.0022860531992850205,48,-0.0024356197669284088,19,-0.014406700817812243,0.011322438600119509,0,168.0,-0.021350039879568,82,-0.0014984797490535655,71,201,33,69.0
41,1,5591.0,9,0,-0.0014384209691945505,65,-0.0013973748160088385,14,-0.02742964750492391,-0.011456476848418832,0,183.0,-0.02868186426548105,98,-0.0013605706209562046,105,268,54,78.0
37,1,7477.0,8,0,-0.0014432009859612132,61,-0.0014499681326176712,17,-0.020842790554069502,-0.008735251432138234,0,179.0,-0.022699333283214062,103,-0.0013650919332282587,74,238,11,72.0
78,1,3695.0,5,3,0.0007467787065887326,107,0.001101651106221041,89,0.020481351042264846,-0.0014962630034529008,0,188.0,0.021330703382984473,236,0.0009333835261419068,116,459,35,80.0
39,1,6588.0,0,1,0.00041100340621703213,48,0.00044927701362720086,39,0.027114243890798542,-0.0006113797512145147,0,190.0,0.025783026327371384,56,0.0004888635458900757,78,182,12,85.0
14,0,5635.0,2,0,-0.00140879635932786,95,-0.0015404762578675444,58,0.0038360021117212905,-0.017662524164477566,0,178.0,0.0028834991948940387,166,-0.0013325493568721062,136,397,42,70.0
1,1,7138.0,4,0,-0.0014365917336377765,28,-0.0013728630083802693,3,-0.036468102172107886,-0.004453363243127628,0,188.0,-0.03549148686413558,40,-0.0013588403874497026,56,124,0,73.0
13,1,7760.0,9,2,0.0029921227850445674,37,0.0008016615102906915,19,-0.002853524384705002,0.001155310101232922,0,190.0,-0.004337347490403831,66,0.0008552478243326089,49,152,44,88.0
1,1,6380.0,0,1,-9.92635589330591e-05,53,-0.00022396580002391519,38,0.0070949883510417235,-0.005444854794009618,0,194.0,0.008995634646192182,95,-2.012999517073048e-05,99,247,18,85.0
37,1,7588.0,5,1,0.00080205819169062,39,-0.001457635294467824,21,0.002800150039636841,0.0162508865331412,0,179.0,0.008887027003416627,62,-0.001364078494379524,49,150,7,67.0
29,1,7363.0,5,0,-0.0014495764726077914,58,-0.0015358286885708689,37,0.014819094817284663,-0.006629247461511332,0,177.0,0.015350612431705294,82,-0.0013711223652168095,68,208,21,72.0
8,1,6626.0,1,1,0.0005297929041032858,35,0.002548372053451995,25,0.004239048124769257,0.0005939089240452941,0,172.0,0.003666284907607679,59,0.0025762491253421872,77,171,22,78.0
42,0,6033.0,0,3,0.002835641056112486,67,-4.712219871319132e-05,17,-0.019158163265838205,0.030619087854176125,1,187.0,-0.02036664000139584,66,0.00011792014844411077,98,231,6,84.0
51,2,4410.0,0,3,0.0028084381640262773,82,-0.0001876138095958297,57,0.030736901602175636,0.0029535271780921925,0,186.0,0.042075396919528836,85,-5.457469857966551e-05,89,256,25,64.0
76,2,4184.0,1,2,0.0009563808926669626,79,-0.0013863083457519908,34,-0.004121384621285985,0.004103302213037722,0,180.0,-0.005199217147092028,88,-0.0013485484403595312,114,281,27,67.0
3,0,3875.0,0,2,0.00034742348802724283,92,-0.001716219010561995,37,-0.010214568429540046,0.002127444851689978,0,183.0,-0.010317610538192091,185,-0.0013852939329138346,88,365,23,76.0
29,1,5394.0,3,2,0.0005369250113842985,81,0.003072363859950961,77,0.03122521585373653,0.003945300655106212,0,180.0,0.030057913961915855,136,0.002747512775565414,122,339,90,81.0
49,2,7286.0,0,0,-0.0012708643164767027,2,-0.0009914085278203539,1,0.0864224162060364,-0.0010481358288134018,1,181.0,0.1444021523843174,0,-0.0012020824843703489,1,3,0,78.0
8,1,7270.0,10,0,-0.0014436511605888413,41,0.0024208721664452405,13,-0.020171713621305598,-0.005475957434117718,0,180.0,-0.02198201660498475,74,0.0024816612581666326,60,175,36,83.0
53,1,6322.0,0,3,0.0020038546396786627,58,-0.0015552126972195235,45,0.007483107730227217,0.015100157025274319,0,186.0,0.011280120969035122,142,-0.001375924973301931,92,292,16,75.0
46,3,5616.0,0,4,0.009466848276982156,32,0.008262847283371918,35,0.049272033356131416,0.04922051662574228,0,188.0,0.07492711288207439,51,0.004314909220403972,49,132,5,78.0
34,3,6058.0,4,1,0.01117867786685312,3,-0.00237130138181573,0,-0.049328735137699836,0.016050174647530117,0,179.0,-0.07845489275685352,19,-0.0014909624331241134,7,29,0,75.0
65,1,7184.0,6,0,-0.0015330024225803682,23,0.004539057688753559,16,0.01688517812010653,-0.0047728706200809,0,176.0,0.028829100013427436,34,0.0027060746713862024,32,89,5,67.0
67,3,4907.0,9,2,0.0007895349809410327,88,0.001395711462900675,41,-0.0009431721784791515,0.015346074062400744,0,174.0,-0.0018721375706133585,111,0.0008747232774427867,114,313,73,72.0
18,3,5932.0,8,7,0.0030478470555292355,81,0.010246851315037013,151,0.052181768747354224,0.1002097216275439,0,183.0,0.08023735244528067,368,0.006573440786243325,98,547,58,75.0
