playerShort,club,leagueCountry,birthday,position,yellowCards,redCards,victories,goals,meanIAT_yellowCards,meanIAT_redCards,meanExp_yellowReds,games,meanExp_redCards,ties,meanExp_yellowCards,height,defeats,meanIAT_yellowReds,weight,skin_color
luiz-gustavo,Bayern München,Germany,6412.0,Defensive Midfielder,63,1,159,13,0.03765843066424755,-0.00014115514884241773,0.006317375021776741,258,-0.0002791997766461426,44,0.04295598652110823,187.0,55,0.006460902418996082,80.0,0.75
luka-modric,Real Madrid,Spain,5730.0,Attacking Midfielder,41,0,189,34,-0.0053134863317957975,-0.0014745546327169638,-0.0018629022805501743,352,-0.0019694954915463908,80,-0.003980854450385684,174.0,83,-0.0013947486551123967,65.0,0.0
lukas-podolski,Arsenal FC,England,5633.0,Center Forward,56,2,234,186,-0.004952818509227242,-3.310786970098758e-05,-0.0009113857843282207,474,-0.0001725732182754777,98,-0.008141369756160697,180.0,142,-0.0006664466815631241,80.0,0.0
lukas-raeder,Bayern München,Germany,8764.0,Goalkeeper,3,0,57,0,-0.03178025496444828,-0.0014346163786698718,-0.001360301505843122,77,-0.001438136455611926,9,-0.03191617787549352,194.0,11,-0.0013569719428198977,86.0,0.125
lukas-rupp,Bor. Mönchengladbach,Germany,7677.0,Right Winger,9,0,65,23,-0.02498719243362071,-0.001439584811119582,0.0008435015939309585,151,-0.0014604894541067014,42,-0.025680806761394556,178.0,44,0.0008676541070908071,73.0,0.25
lukas-schmitz,Werder Bremen,Germany,6860.0,Left Fullback,26,1,71,7,0.007068222318550836,0.0005789647059006716,0.007882397400805296,167,0.0005409533522170555,41,0.006839983435033442,184.0,55,0.0030409993308384365,80.0,0.375
lukasz-fabianski,Arsenal FC,England,5586.0,Goalkeeper,1,0,60,0,-0.04184571171558722,-0.0014375344849634473,-0.001723256190644965,104,-0.0018218590066100134,15,-0.05358685079507587,190.0,29,-0.0013597321151038776,84.0,0.0
lukasz-piszczek,Borussia Dortmund,Germany,5632.0,Right Fullback,10,0,137,23,-0.03375525595806071,-0.001457355815746099,-0.0015821870380831717,286,-0.0016727180329435527,67,-0.03879639656776945,184.0,82,-0.0013784806740505897,78.0,0.0
luke-young,Queens Park Rangers,England,3486.0,Right Fullback,67,0,165,9,0.005133420660559299,-0.0013994675086549217,-0.0014815767580767568,449,-0.0015663509438349724,113,0.004403336770172233,183.0,171,-0.0013237254030889548,78.0,0.25
luna,Sevilla FC,Spain,7745.0,Left Fullback,15,1,26,3,0.023890885782321056,0.0033372384162349694,0.013335790105245148,76,0.005472260386531425,13,0.03901770076313402,177.0,37,0.008287054420797604,68.0,0.375
luuk-de-jong,Bor. Mönchengladbach,Germany,7543.0,Center Forward,14,0,92,64,-0.02155504737273852,-0.0014903969896633553,-0.001804114625859207,197,-0.0019073440721824877,40,-0.02807133639857817,188.0,65,-0.001409733590600393,86.0,0.0
mahamadou-diarra,Fulham FC,England,4155.0,Defensive Midfielder,74,0,227,29,0.014991196071408861,-0.001446593425576103,0.001613418255624505,413,-0.0017274539598104077,97,0.018243931029478334,183.0,89,0.0012935762346859914,76.0,1.0
maicon,Manchester City,England,4224.0,Right Fullback,70,2,256,38,0.01113536611841865,0.0002267195094567927,0.000440513284436799,432,0.00032536967867520837,99,0.012385221689844716,184.0,77,0.0003112108081169307,77.0,0.75
mainz,Granada CF,Spain,4745.0,Center Back,32,1,50,6,0.02558642317868946,0.0007648250405447039,0.0013520993241623947,158,0.0012164160780970916,40,0.040693929834446536,187.0,68,0.0008501362642630509,80.0,0.125
makoto-hasebe,VfL Wolfsburg,Germany,5130.0,Right Midfielder,26,2,111,8,-0.008582133011128342,0.0009144683861345496,-0.00024574519964702755,245,-0.0008948566354354065,62,-0.008080907262583424,180.0,72,-1.4873229817660258e-05,72.0,0.25
mamadou-sakho,Paris Saint-Germain,France,7348.0,Center Back,23,4,104,11,-0.00983363558848063,0.0047562516098141475,-0.0015043438150523698,216,0.004633671203245093,61,-0.013360270852454992,187.0,51,-0.0013635760004933536,82.0,1.0
mame-diouf,Hannover 96,Germany,6558.0,Left Winger,21,1,70,65,-0.002577800176607458,0.0005903257679458413,0.00016736857054574334,169,0.002174777788108996,36,-0.0026289466802278077,185.0,63,0.0006439166528938123,79.0,1.0
mane,Getafe CF,Spain,4372.0,Left Fullback,50,1,75,5,0.044155885999732906,0.0002938879751385144,-0.002381581366368077,198,0.0004533457213586038,43,0.07188811512437607,175.0,80,-0.0014890591693840496,72.0,0.375
manu-del-moral,Sevilla FC,Spain,5168.0,Center Forward,26,2,103,53,-0.01528693816789417,0.0010404991776093513,-0.002373209059506453,283,0.0016485767126774025,70,-0.024538438881755272,185.0,110,-0.0014884238579938472,77.0,0.125
manucho,Real Valladolid,Spain,4813.0,Center Forward,16,0,52,35,-0.013526882825182173,-0.0015010834750623188,0.005067675237340384,171,-0.0019167326488297,59,-0.014962262910697417,187.0,60,0.00290639916660462,83.0,1.0
manuel-friedrich,Bayer Leverkusen,Germany,3542.0,Center Back,56,0,194,35,0.00022500072497143778,-0.0014428221383406335,-0.0006430125209698732,421,-0.0015234879965560144,99,0.0018855023333309686,189.0,128,-0.0005651417543765856,87.0,0.0
manuel-iturra,Málaga CF,Spain,5287.0,Defensive Midfielder,68,4,90,8,0.0551906349367798,0.0041910537593843784,0.011013537549273889,239,0.008086490657865781,56,0.0932919122835818,174.0,93,0.006143687716187157,65.0,0.0
manuel-neuer,Bayern München,Germany,5929.0,Goalkeeper,12,0,273,0,-0.03587852975610394,-0.001458066663184495,-0.0016120549972695696,424,-0.0017042950037666977,70,-0.04059061162818077,193.0,81,-0.0013791530489404011,92.0,0.25
manuel-pablo,Deportivo La Coruña,Spain,2215.0,Right Fullback,50,1,196,2,-0.00688485288449204,-0.0007246885490358671,-0.000993483967698217,438,-0.001127183270596357,104,-0.008357299787819863,176.0,138,-0.0006397604656009792,80.0,0.375
manuel-schmiedebach,Hannover 96,Germany,6913.0,Defensive Midfielder,40,1,105,17,0.012459970017381009,-1.630052120447639e-05,-1.8460399008455162e-05,236,-0.00010097284587940735,44,0.014881367437909337,170.0,87,6.178093223506027e-05,70.0,0.25
mapou-yanga-mbiwa,Montpellier HSC,France,7074.0,Center Back,37,1,97,4,0.013470760193037086,0.00010307255933538712,0.0032784147270119315,213,0.00013477521359174497,49,0.012376986656056991,184.0,67,0.003360607353140443,77.0,0.875
marc-andre-ter-stegen,Bor. Mönchengladbach,Germany,8155.0,Goalkeeper,10,0,85,0,-0.026317232350171502,-0.0014468864192363862,-0.00146547704143513,177,-0.0015493300191885698,45,-0.029388667737871563,189.0,47,-0.0013685779031543661,85.0,0.125
marc-antoine-fortune,West Bromwich Albion,England,4200.0,Center Forward,8,1,132,56,-0.036758291789571976,-0.0004483844661197321,-0.0015387791286757555,333,-0.0005564192769635344,88,-0.042201723624828096,182.0,113,-0.0013520705820037654,81.0,0.875
marc-bertran,CA Osasuna,Spain,4524.0,Right Fullback,43,1,61,3,0.03394573894632322,0.0003603420195301692,0.0007087892545431382,191,0.0005731060084778345,53,0.05398900460657787,181.0,77,0.0004456532432485148,78.0,0.0
marc-hornschuh,Borussia Dortmund,Germany,7730.0,Center Back,13,1,76,6,-0.019267534543217855,0.0005487545066184021,-0.0014364601936337899,169,0.00046931691811265286,39,-0.02168191255218305,188.0,54,-0.0013650230038965714,76.0,0.125
marc-planus,Girondins Bordeaux,France,4448.0,Center Back,56,7,154,6,0.010617119337680303,0.005394792412421637,-0.0014969918038562056,337,0.005850114806172865,105,0.007331006265830882,183.0,78,-0.0013616839446529312,76.0,0.25
marc-stendera,Eintracht Frankfurt,Germany,9474.0,Attacking Midfielder,9,0,16,11,0.03594435610930644,-0.0014643890877539503,-0.0015486393351805136,37,-0.0016372507675328264,6,0.03958588932998699,171.0,15,-0.0013851332906823061,64.0,0.0
marc-valiente,Real Valladolid,Spain,6296.0,Center Back,28,1,54,4,0.013498058559433182,0.0006673262009328319,0.001189057313802062,165,0.0010530834211430174,52,0.021209320349328972,184.0,59,0.0007525388954380847,71.0,0.25
marc-wilson,Stoke City,England,6437.0,Center Back,34,1,71,2,0.011421753301927837,0.0002237611608393313,-0.0015457897477882119,200,0.00014798968151043593,48,0.009453039807244054,188.0,81,-0.0013333920380521186,80.0,0.125
marc-ziegler,VfB Stuttgart,Germany,2355.0,Goalkeeper,6,0,75,0,-0.03422442985958458,-0.0014429640741398264,-0.0015039802772612,185,-0.0015900363676434107,46,-0.037919874472879256,194.0,64,-0.0013648678435696404,85.0,0.125
marcel-de-jong,FC Augsburg,Germany,6131.0,Left Fullback,37,0,74,9,0.01310384863958873,-0.00147295548881138,0.0003963374271302317,217,-0.0017523212648887763,60,0.014580653163721126,174.0,83,0.00023312338470307778,73.0,0.0
marcel-halstenberg,Borussia Dortmund,Germany,7939.0,Center Back,24,1,76,11,0.0034852181396521024,0.0005812219718927966,0.0006575666872464516,167,0.0005800802231120757,36,0.0034783717990904575,186.0,55,0.0006588609495458604,82.0,0.0
marcel-schaefer,VfL Wolfsburg,Germany,5271.0,Left Fullback,23,0,163,22,-0.023831794144981877,-0.0014415928898730227,-0.0004976682828990135,366,-0.0014966102875901908,79,-0.024776805491238764,184.0,124,-0.00044382179240145934,75.0,0.25
marcel-schmelzer,Borussia Dortmund,Germany,6595.0,Left Fullback,31,1,149,4,-0.004706660562976035,-0.00016321070912032743,-0.00016887699061096035,261,-0.00033514565919701275,60,-0.0035916316879285176,181.0,52,-0.00012265119539770446,74.0,0.0
marcell-jansen,Hamburger SV,Germany,5786.0,Left Midfielder,32,0,145,30,-0.012133649126836335,-0.0014596921950898968,-0.0015767448584933417,327,-0.0016669644578482508,76,-0.01451764621905768,191.0,106,-0.0013806906036627521,89.0,0.0
marcelo_5,CF Badalona,Spain,8681.0,Center Back,7,1,12,0,0.05416044986185124,0.013216881115501537,-0.0024150166081659567,25,0.020978691270580364,5,0.08482202908591972,192.0,8,-0.001493411306440506,81.0,0.5
marchena,Deportivo La Coruña,Spain,3498.0,Center Back,144,4,250,20,0.05456983998438193,0.0013547650469912169,0.008819697550434142,509,0.0022098459069165065,130,0.08373724354836881,183.0,129,0.005714124672526103,78.0,0.375
marco-caligiuri,1. FSV Mainz 05,Germany,5217.0,Defensive Midfielder,25,0,86,13,-0.009848996430951643,-0.001435216870771899,-0.0013569383245429626,240,-0.0014345808367922598,63,-0.009897974366683803,180.0,91,-0.0013575399350347162,75.0,0.25
marco-estrada,Montpellier HSC,France,4895.0,Defensive Midfielder,55,1,109,20,0.049599625325155244,0.00015907263932086015,0.0010002279282874604,201,5.7904471816053823e-05,32,0.0967384388823417,175.0,60,0.0004388014939982883,71.0,0.125
marco-hoeger,FC Schalke 04,Germany,7198.0,Defensive Midfielder,23,0,71,16,0.013222407189585738,-0.0014542267229250422,-0.001517036826135765,134,-0.0016038399978241728,28,0.017440581264470494,186.0,35,-0.0013755209342708231,78.0,0.0
marco-reus,Borussia Dortmund,Germany,7090.0,Left Winger,35,0,126,98,-0.0012940660566038633,-0.0014425461988431432,-0.0014513781072132037,270,-0.0015344243595221416,60,-4.246056696447781e-05,180.0,84,-0.0013644725845571072,67.0,0.0
marco-russ,VfL Wolfsburg,Germany,5694.0,Center Back,53,1,91,19,0.02572862782967868,-0.00010138822155335387,-5.59692882469004e-05,252,-0.0001354561324455731,67,0.02592202724342576,190.0,94,-2.36031827329462e-05,75.0,0.0
marco-terrazzino,SC Freiburg,Germany,7774.0,Center Forward,8,0,38,21,-0.02207023356609795,-0.0014345155289618198,-0.0013542111115577465,118,-0.0014316975756921222,28,-0.02202687893829158,176.0,52,-0.0013568765513087564,74.0,0.25
marco-verratti,Paris Saint-Germain,France,8344.0,Attacking Midfielder,40,1,86,2,0.0509810966599579,0.0011058036249151136,0.010393088862468043,144,0.002008188174422303,28,0.0634789057323283,165.0,30,0.008510078156215102,60.0,0.25
marcos-antonio,1. FC Nürnberg,Germany,4892.0,Center Back,25,0,53,3,0.019360038738746033,-0.0016098561283905363,-0.002954782938365802,137,-0.0031238523546661726,41,0.045094166528500276,187.0,43,-0.0015227273511459897,87.0,0.5
marcus-berg,Hamburger SV,Germany,6072.0,Center Forward,26,1,119,94,-0.0090683891575221,-1.9266962097568793e-05,-0.0018447193568688419,241,-0.00010098249029970153,52,-0.010791254048889741,184.0,70,-0.0014033662344900418,76.0,0.25
marek-grosse,Hannover 96,Germany,8866.0,Goalkeeper,1,0,3,0,-0.007489352698334136,-0.0014345155289618209,-0.0013542111115577462,9,-0.0014316975756921218,0,-0.007474640661065722,186.0,6,-0.0013568765513087577,83.0,0.0
mariano_5,Girondins Bordeaux,France,6017.0,Right Fullback,38,1,118,8,0.006927586765601919,-8.139694239390154e-05,-0.0021363730165962808,252,7.565311907721069e-05,65,0.015518202410539146,177.0,69,-0.0014358090587990463,69.0,0.75
mario,Real Betis,Spain,4415.0,Center Back,30,1,63,3,0.019844033841301786,0.0007383651362410307,0.01602637714103626,160,0.0011840271264433881,33,0.030844708571577978,178.0,64,0.010070864465532587,75.0,0.5
mario-balotelli,Manchester City,England,7528.0,Center Forward,76,3,136,101,0.059798748789411174,0.002478306065263084,0.008448870570664457,253,0.001406143370432028,63,0.07847739996645274,189.0,54,0.0053468524413023705,88.0,1.0
mario-eggimann,Hannover 96,Germany,4041.0,Center Back,46,0,139,23,0.0022143319717104204,-0.0014386613299901749,-0.00038148244475372814,328,-0.001486208457820463,70,0.002519150808808633,189.0,119,-0.00033449259901263326,84.0,0.0
mario-goetze,Borussia Dortmund,Germany,8189.0,Attacking Midfielder,10,1,140,67,-0.02952305180990879,0.00012297998234680078,-0.0016012343883933726,213,-0.0001155458976094848,41,-0.035070679267128556,176.0,32,-0.0013785545575464163,64.0,0.25
mario-gomez,Bayern München,Germany,5669.0,Center Forward,36,0,254,251,-0.018587179574804814,-0.0014647504017918222,-0.0008902690568957343,453,-0.0017252943616102542,86,-0.023025264217316554,189.0,113,-0.0006423665228444106,88.0,0.25
mario-mandzukic,Bayern München,Germany,5984.0,Center Forward,52,1,162,122,0.016939452842583448,-0.00023286250107286193,0.0006694969957690638,282,-0.000275891367807654,53,0.01570138927092984,187.0,67,5.689328602708227e-05,84.0,0.25
mario-suarez,Atlético Madrid,Spain,6263.0,Defensive Midfielder,61,0,122,10,0.05340419192049622,-0.0015633264054669054,0.0029991777155651826,221,-0.0024578011906541382,45,0.087207355208946,188.0,54,0.0018687374270158503,80.0,0.375
mark-noble,West Ham United,England,6336.0,Defensive Midfielder,61,0,129,37,0.018817918524708842,-0.0013976009395276737,0.0019051845499394005,318,-0.0015409065138957843,71,0.02037985980156776,180.0,118,0.0017600182917825048,70.0,0.125
mark-schwarzer,Fulham FC,England,1009.0,Goalkeeper,12,1,277,0,-0.03880397376216389,-0.0009617075384311519,-0.0015406906562027527,718,-0.0011324049866227638,183,-0.04509972819059193,194.0,258,-0.001340031949781312,85.0,0.25
markel-bergara,Real Sociedad,Spain,5968.0,Defensive Midfielder,32,1,67,1,0.03527534877490584,0.0010710202950018053,0.010221466545613787,140,0.0016807576411740888,31,0.056809860738218296,181.0,42,0.006440244456986468,78.0,0.0
marko-arnautovic,Werder Bremen,Germany,7048.0,Right Winger,26,2,79,44,-0.004044608175310268,0.0017726683500454143,0.0016650407052466285,213,0.0006527149462084579,51,-0.007181632067249157,192.0,83,0.0018082509755388,83.0,0.125
marko-basa,Lille OSC,France,4745.0,Center Back,30,2,127,21,-0.009856389352146085,0.0010551027724969514,0.006280531647677019,288,0.0031141740240900433,90,-0.01248168790332582,189.0,71,0.0013561704821045397,75.0,0.25
marko-marin,Chelsea FC,England,7011.0,Attacking Midfielder,28,0,119,33,-0.011223991852354917,-0.0014673973210186887,-0.001655749183527675,276,-0.0017504893231041077,70,-0.014107812940380346,170.0,87,-0.0013879787120774636,63.0,0.125
markus-feulner,1. FC Nürnberg,Germany,4425.0,Attacking Midfielder,52,1,124,41,0.01338259547023617,-0.00031670572197250297,-0.0013929472548218325,300,-0.00035276051695700794,73,0.011635421137858743,181.0,103,-0.0013609287570577127,82.0,0.125
markus-miller,Hannover 96,Germany,4480.0,Goalkeeper,6,0,89,0,-0.03605071975409521,-0.0014350547201568257,-0.0013618614857393325,228,-0.0014397856958348618,50,-0.03621617523854078,189.0,89,-0.0013573865603497225,92.0,0.25
markus-rosenberg,West Bromwich Albion,England,4652.0,Center Forward,36,0,147,90,-0.008966191541882789,-0.0014716768273472733,5.053047791679879e-06,337,-0.0018402335908265963,69,-0.010586801984073324,185.0,121,-0.0002944194981691233,76.0,0.25
marouane-chamakh,Arsenal FC,England,5122.0,Center Forward,63,2,174,95,0.0072194884882638265,0.0002798006176590134,0.0003315266101414078,398,0.0002538563679669145,105,0.0022022441147303345,185.0,119,0.00035568130261936614,70.0,0.25
marouane-fellaini,Everton FC,England,6534.0,Defensive Midfielder,81,2,147,51,0.0401223959609888,0.0006806910349552326,0.0025663187459338105,324,0.0009814985822527464,93,0.05382111829365939,194.0,84,0.00273049818840507,85.0,0.25
marti,RCD Mallorca,Spain,1943.0,Defensive Midfielder,93,1,179,11,0.03390442607970137,-0.0006752410299680233,-0.0009215039590769502,413,-0.001055736779008234,86,0.054069149068598485,180.0,148,-0.0005902224168294184,76.0,0.25
martin-amedick,Eintracht Frankfurt,Germany,4631.0,Center Back,19,0,113,15,-0.01899800783141862,-0.0014345155289618204,5.978736216751008e-06,247,-0.0014316975756921214,50,-0.018960688264494825,194.0,84,5.990503924930708e-06,85.0,0.0
martin-demichelis,Málaga CF,Spain,4006.0,Center Back,102,5,270,31,0.0311238114440955,0.002385831862479753,0.0007198255351575284,461,0.0039786742318279646,95,0.042505288591169414,184.0,96,0.0001958870949657073,80.0,0.25
martin-harnik,VfB Stuttgart,Germany,6369.0,Center Forward,38,0,130,96,-0.00554194148823835,-0.0014589727841099838,0.0015468326791332333,325,-0.0016433412349677126,69,-0.005225122634891612,185.0,126,0.0017273267572246245,73.0,0.0
martin-kelly,Liverpool FC,England,7421.0,Center Back,6,0,41,3,-0.017850458982206028,-0.0014430624756308172,-0.0017229400965936368,73,-0.0018215248260061803,15,-0.021168528439737884,191.0,17,-0.0013649609193663427,77.0,0.125
martin-lanig,Eintracht Frankfurt,Germany,5305.0,Defensive Midfielder,69,0,125,30,0.03955590198896925,-0.001439595754986038,0.0010188792111051259,275,-0.0015060256233605364,51,0.03944130603969628,190.0,99,0.0010865229943336878,79.0,0.0
martin-montoya,FC Barcelona,Spain,7773.0,Right Fullback,17,0,80,3,-0.0003617877779080287,-0.0015554087933800688,-0.002379081246473318,129,-0.002515209647801796,23,-0.0006091966971576555,174.0,26,-0.0014712268196666102,74.0,0.375
martin-skrtel,Liverpool FC,England,5462.0,Center Back,69,1,165,22,0.024225785449395857,-0.0004918878462547883,-0.0008962009082178156,347,-0.001065273304617571,84,0.040149160835701005,191.0,98,-0.0004414026189306052,81.0,0.0
martin-stranzl,Bor. Mönchengladbach,Germany,3819.0,Center Back,70,5,178,22,0.009075707799321866,0.002526039193467162,0.0009540854707704189,435,0.002466559714383363,112,0.007698731043981383,190.0,145,0.0016761148339904555,83.0,0.25
marvin-compper,1899 Hoffenheim,Germany,5643.0,Center Back,33,2,101,8,0.0016012271411488077,0.0013359054575832563,0.0013218938472472016,241,0.0012379987505393565,56,0.0020140667697215136,185.0,84,0.0014147986456074513,75.0,0.5
marvin-ducksch,Borussia Dortmund,Germany,8831.0,Center Forward,12,0,48,41,-0.0034346809334446947,-0.0014404884652856205,-0.0014134586713044036,97,-0.001494335215371058,20,-0.00520159602046575,188.0,29,-0.0013625262198390733,75.0,0.0
marvin-martin,Lille OSC,France,6583.0,Attacking Midfielder,35,0,83,10,0.010430873475456475,-0.0014370301340680361,-0.0014601166218024258,213,-0.00154366288226484,52,0.009013138761892655,171.0,78,-0.0013592550607326986,63.0,0.25
marvin-plattenhardt,1. FC Nürnberg,Germany,8060.0,Left Fullback,23,0,48,5,0.01191729377571503,-0.0014383496547023802,-0.0014030214475465727,136,-0.0014833007851972756,36,0.010398737037561253,181.0,52,-0.0013605031661533525,76.0,0.125
marwin-hitz,VfL Wolfsburg,Germany,6469.0,Goalkeeper,2,3,54,0,-0.037585357050249,0.010001765879336249,-0.0014259563660265259,89,0.010280393190749922,16,-0.03962818100456315,192.0,19,-0.0013646610975577597,89.0,0.25
masoud-shojaei,CA Osasuna,Spain,5273.0,Attacking Midfielder,29,0,60,18,0.013491312234521656,-0.0015715584588866277,0.005007600768865583,170,-0.002401153411133711,43,0.02228000112342302,184.0,67,0.0032203951632978046,73.0,0.25
mata,Chelsea FC,England,6692.0,Attacking Midfielder,31,0,203,94,-0.016539978763872448,-0.0014912825526147097,-0.001989453826963846,369,-0.0021032881776750162,77,-0.022235076887101416,170.0,89,-0.0014105712250345554,61.0,0.0
mathieu-bodmer,Paris Saint-Germain,France,4708.0,Defensive Midfielder,43,1,172,40,-0.005520583056263245,-0.0005580420452375947,-0.0015149851768753453,370,-0.0006383045709143712,108,-0.007005102273457628,188.0,90,-0.001362997901822232,76.0,0.125
mathieu-coutadeur,FC Lorient,France,6014.0,Defensive Midfielder,14,0,61,11,-0.0207196362830508,-0.0014259883812034156,0.00033573049072530806,196,-0.0014579792234182447,61,-0.021619555397782986,174.0,74,0.0003587599865617299,66.0,0.0
matija-nastasic,Manchester City,England,8487.0,Center Back,16,0,52,4,0.010166136864782523,-0.0015148297167656287,-0.0018952141794173426,99,-0.002003656241579612,23,0.011621141938161618,187.0,24,-0.0014328439674630206,79.0,0.125
mats-hummels,Borussia Dortmund,Germany,6924.0,Center Back,36,1,181,32,-0.007374315425007292,-0.00039918676552008026,-0.00156706806426401,319,-0.0006035462176695632,74,-0.010629823602576381,192.0,64,-0.0013757297278664865,90.0,0.25
matthew-briggs,Fulham FC,England,7737.0,Left Fullback,7,0,22,3,-0.0051430770602520414,-0.001455072877000029,-0.001820225105555185,59,-0.001924376375733326,13,-0.009065285565779636,188.0,24,-0.001376321292719348,84.0,0.5
matthew-etherington,Stoke City,England,4243.0,Left Midfielder,29,1,163,35,-0.020435763370194596,-0.0006044832549188711,-0.0005852212605717876,414,-0.000667971277635259,100,-0.020533201727508974,178.0,151,-0.0005290593189085755,67.0,0.125
matthew-taylor,West Ham United,England,4348.0,Left Midfielder,41,1,159,54,-0.01281560540817298,-0.0006424293652373599,-0.0014454274737010133,435,-0.0007087181516279553,101,-0.014226185068764148,178.0,175,-0.0013180242410542001,73.0,0.25
matthew-upson,Stoke City,England,3394.0,Center Back,46,2,181,18,-0.010228353295689288,0.00014817688702751196,-0.0015028760462247276,449,0.0010563725528377485,110,-0.011334786679330602,185.0,158,-0.0013274223173220681,72.0,0.125
matthias-ginter,SC Freiburg,Germany,8784.0,Center Back,11,0,61,27,-0.01744671514171026,-0.0014449897396242204,-0.001515953044164681,133,-0.0016026942030456955,32,-0.02177745742707742,188.0,40,-0.0013667838758056644,85.0,0.0
matthias-jaissle,1899 Hoffenheim,Germany,6669.0,Center Back,10,0,40,3,-0.0006576743391433157,-0.001436380767486565,-0.0013675938782716662,76,-0.0014458460895367146,17,-0.0010408963377580886,186.0,19,-0.0013586408392273804,83.0,0.25
matthias-ostrzolek,FC Augsburg,Germany,7460.0,Left Fullback,25,0,71,1,0.008501335288549362,-0.001441206585734135,0.002862411181573278,157,-0.001498525154987376,34,0.00660228008890329,178.0,52,0.0029250513748433605,71.0,0.0
matthieu-chalme,Girondins Bordeaux,France,3932.0,Right Fullback,73,4,147,4,0.030929884328761967,0.002576027606416909,0.004466594582437721,326,0.0031160743388394386,89,0.03209663453392535,179.0,90,0.001965008371050893,75.0,0.25
matthieu-delpierre,1899 Hoffenheim,Germany,4133.0,Center Back,58,3,143,9,0.011425623153537961,0.001471150063321078,0.0014228947536143862,346,0.0013372224751492822,86,0.010063527304881087,193.0,117,0.0015438774570995463,86.0,0.25
matthieu-valbuena,Olympique Marseille,France,5384.0,Right Midfielder,35,0,156,37,-0.00968407249443618,-0.0014515064240963578,-0.0015640480281225596,333,-0.0016535411288667629,83,-0.011901750815907537,167.0,94,-0.001372947863698443,58.0,0.0
maurice-edu,Stoke City,England,5951.0,Defensive Midfielder,37,1,110,19,0.012696027247997899,8.799155737739236e-05,0.0009044734703244183,216,0.000447573172438854,48,0.015844412695876622,183.0,58,0.0018048014613042346,85.0,0.875
max-gruen,SpVgg Greuther Fürth,Germany,6303.0,Goalkeeper,1,1,50,0,-0.041990514961524894,0.0014674513903719791,-0.0013542111115577462,116,0.0014645687381035768,32,-0.041908029058414606,190.0,34,-0.0013568765513087572,86.0,0.0
max-kruse,SC Freiburg,Germany,6652.0,Center Forward,18,0,116,57,-0.021553394646301426,-0.0014392000075368202,-0.0014071376134794273,258,-0.0014876524735986762,46,-0.02311582668311713,180.0,96,-0.0013613074961156958,82.0,0.25
maxim-choupo-moting,1. FSV Mainz 05,Germany,7021.0,Center Forward,7,0,73,39,-0.03277654287191482,-0.001431527637972269,-0.001416855085014356,196,-0.0014979259681222965,49,-0.03487806385972334,190.0,74,-0.001354050371222354,84.0,0.625
maxime-gonalons,Olympique Lyon,France,7008.0,Defensive Midfielder,42,0,96,9,0.029384392012937893,-0.001447904311702898,0.003712220179767481,192,-0.0016274376977311303,43,0.03758274103819203,186.0,53,0.0038598951674142343,76.0,0.125
maximilian-arnold,VfL Wolfsburg,Germany,8912.0,Attacking Midfielder,16,1,64,33,0.006715227004587912,0.0017965023239534467,-0.001397529810696754,104,0.0017529559655122446,22,0.005449712620941567,183.0,18,-0.0013623545117284611,74.0,0.0
maximilian-beister,Hamburger SV,Germany,7553.0,Right Midfielder,30,1,85,60,0.011994250938912142,0.0004521816713397851,0.0004817240005441307,178,0.000401289656699624,43,0.014407886465783741,180.0,50,0.0005300626966557022,81.0,0.0
maxwell,Paris Saint-Germain,France,4256.0,Left Fullback,26,0,293,20,-0.025487193471801443,-0.0015294598921944285,-0.0019238492488624459,426,-0.002033929778072139,82,-0.03227399609734684,175.0,51,-0.0014466823272298462,73.0,0.25
maynor-figueroa,Wigan Athletic,England,4869.0,Left Fullback,48,2,105,9,0.006232597597216653,0.0006828707210473461,-0.00019271069643226414,316,0.0008548618597013595,78,0.005207123450556515,180.0,133,-0.00027559351592290653,85.0,0.875
medhi-lacen,Getafe CF,Spain,5187.0,Defensive Midfielder,40,1,71,5,0.017266256533186107,8.963468738975463e-05,0.0029854628895318374,226,0.0002553109806176021,56,0.0280033998797349,178.0,99,0.0018100622688246356,71.0,0.25
medhi-zeffane,Olympique Lyon,France,8174.0,Right Fullback,1,0,8,0,-0.021295683084618936,-0.0014443956522572042,-0.0015383063495020904,14,-0.0016263265398262286,5,-0.026887904675957804,175.0,1,-0.0013662219416882178,68.0,0.5
mehmet-ekici,Werder Bremen,Germany,7388.0,Attacking Midfielder,26,0,67,31,0.005962115600862968,-0.0014450167884450839,-0.001422699665637092,171,-0.001504104969193173,47,0.004012435046136824,180.0,57,-0.0013668094606878287,79.0,0.25
mensur-mujdza,SC Freiburg,Germany,5200.0,Right Fullback,30,0,63,2,0.02508752728224554,-0.0014692242971747393,-0.0015760646110870304,143,-0.0016662452874366548,24,0.022519943276525428,185.0,56,-0.0013897068084667288,77.0,0.25
mergim-mavraj,SpVgg Greuther Fürth,Germany,6003.0,Center Back,45,0,88,8,0.01871571639903673,-0.001440479398012993,0.005614999365141096,239,-0.0014944811526776147,67,0.019229104534065088,189.0,84,0.00567991253750387,84.0,0.0
mesut-oezil,Real Madrid,Spain,6862.0,Attacking Midfielder,28,3,260,76,-0.02280243259954039,0.0010761043265235138,-0.0019280832597527939,418,0.0015801621644847893,82,-0.025998610889104247,183.0,76,-0.0014179201884711953,76.0,0.125
