playerShort,club,leagueCountry,birthday,position,yellowCards,redCards,victories,goals,meanIAT_yellowCards,meanIAT_redCards,meanExp_yellowReds,games,meanExp_redCards,ties,meanExp_yellowCards,height,defeats,meanIAT_yellowReds,weight,skin_color
gabriel-tamas,West Bromwich Albion,England,5060.0,Center Back,59,3,108,9,0.028134401322292082,0.002433631088551373,0.005294319469444269,278,0.00421549220936519,66,0.03926004632430776,188.0,104,0.0038433126072152154,79.0,0.0
gabriel-torje,Granada CF,Spain,7265.0,Right Midfielder,44,0,115,43,0.012871868370722373,-0.0016023677634114549,-0.0028404952695693015,265,-0.0030030252716870395,68,0.03319607968925246,167.0,82,-0.001515644272125499,64.0,0.25
gael-clichy,Manchester City,England,5685.0,Left Fullback,49,0,237,2,-0.002383591199787601,-0.001417638060551052,-0.000682775943453352,389,-0.001690586517468355,86,-0.003887633198831727,176.0,66,-0.0005010932883795197,72.0,0.5
gael-danic,Valenciennes FC,France,4340.0,Left Midfielder,20,1,87,33,-0.019598664864716116,-0.00017272758491177498,-0.0001223581428804956,267,-0.00020138677850922994,78,-0.019762004324249873,176.0,102,-9.553729057227597e-05,65.0,0.0
gaetan-bong,Valenciennes FC,France,6689.0,Left Fullback,28,0,73,3,0.0054127336790529374,-0.0014173702505035578,-0.0014066221029939206,188,-0.0014871074661725486,50,0.004155779341150694,183.0,65,-0.00134065921114339,74.0,0.75
galan_5,Espanyol Barcelona,Spain,6011.0,Right Fullback,30,1,25,2,0.06872241194331254,0.002358764579191282,0.016404144731308006,94,0.0037514974098268794,23,0.10929956837438394,182.0,46,0.010314152274977121,75.0,0.375
galvez_2,Rayo Vallecano,Spain,7096.0,Center Back,35,0,31,4,0.12801750865067035,-0.0015762736568424593,0.013746433181048482,73,-0.002506984627881035,9,0.2036054620932703,188.0,33,0.008643108640497039,79.0,0.25
gareth-bale,Tottenham Hotspur,England,7136.0,Left Winger,32,1,162,93,-0.01260257574139179,-0.00047260537884263973,-0.0017557236048673602,336,-0.000795334282672695,78,-0.013453741107359503,183.0,96,-0.0013666953081449672,74.0,0.25
gareth-barry,Manchester City,England,4071.0,Center Midfielder,105,2,314,65,0.006949722471234667,-0.000443830666301675,-0.00044743391785741595,679,-0.0005331104713893188,170,0.006993910830310251,184.0,195,-0.00036772971681647506,78.0,0.125
garra-dembele,SC Freiburg,Germany,5895.0,Center Forward,24,0,39,45,0.044840998722689755,-0.0016299138656283596,0.005879837264131902,99,-0.0032863444518724193,21,0.11742438168946863,187.0,39,0.005852480626999935,79.0,1.0
garrido_2,Norwich City,England,5552.0,Left Fullback,32,0,84,4,0.004900877046113591,-0.0014992908385743756,-0.0019259889308723033,218,-0.002036191890323411,47,0.006671284690538145,178.0,87,-0.0014181460858258574,75.0,0.375
garry-bocaly,Montpellier HSC,France,6683.0,Right Fullback,29,3,61,7,0.026500466670930665,0.006354149164830397,-0.001438477968486324,137,0.0122378212028484,35,0.028396781443891704,180.0,41,-0.0013602899946934378,74.0,0.5
gary-cahill,Chelsea FC,England,5831.0,Center Back,43,4,153,31,-0.004340391626210544,0.0022968600084172703,-0.0015420271456458837,360,0.0018458997966842685,76,-0.005354231366596447,188.0,131,-0.001334493755172781,71.0,0.25
gary-caldwell,Wigan Athletic,England,4484.0,Center Back,69,7,174,17,0.008282880229792124,0.003816451383057596,0.00046980739041639397,437,0.004041325953640546,101,0.007919223205359394,180.0,162,0.0001518076999725473,74.0,0.0
gary-medel,Sevilla FC,Spain,6423.0,Defensive Midfielder,77,10,121,28,0.043762192731023296,0.010695993534123312,0.00995533840123855,300,0.017665022936996767,74,0.07327105185103669,171.0,105,0.005929945228232714,76.0,0.125
gavilan,Getafe CF,Spain,5610.0,Left Midfielder,28,0,88,15,-0.003096148075337334,-0.001569838530215925,0.0028784577146165756,225,-0.002485364860413303,54,-0.004567980303080711,178.0,83,0.0018030674704455987,71.0,0.0
gennaro-bracigliano,Olympique Marseille,France,3712.0,Goalkeeper,9,1,52,0,-0.025685701218683712,0.000668280425241224,-0.001416326113286199,159,0.0006164758062252459,49,-0.02454425932752871,183.0,58,-0.001358895251834335,82.0,0.25
geoffrey-dernis,Stade Brest,France,4010.0,Left Midfielder,46,1,116,29,0.011111288756522853,-0.00022792650829133785,-0.0014537253543727246,277,-0.0003235450358273967,66,0.011135573824077004,171.0,95,-0.001358443010901913,66.0,0.25
geoffrey-jourdren,Montpellier HSC,France,5878.0,Goalkeeper,10,1,79,0,-0.027324470001716276,0.0003267479488609255,-0.001443835556823038,190,0.0002425022048244518,53,-0.026798765066564163,181.0,58,-0.0013570947755882684,73.0,0.0
geoffrey-kondogbia,Sevilla FC,Spain,8446.0,Defensive Midfielder,21,1,57,6,0.013725268300031493,0.0015645590748989391,-0.0018603902864929894,121,0.0028951214884705965,27,0.013453286943723145,188.0,37,-0.0014116402801542297,76.0,0.875
georg-niedermeier,VfB Stuttgart,Germany,5900.0,Right Fullback,47,1,90,9,0.025453174105121976,4.3307808157541034e-05,0.0030081307976066343,226,-4.8086875048938366e-05,66,0.02816607343002834,188.0,70,0.0031005893185038105,74.0,0.0
george-mccartney,West Ham United,England,4136.0,Left Fullback,64,1,157,2,0.007147405066456463,-0.0006083344542495445,0.0004159038808109522,410,-0.0007289425525871925,96,0.006837418846880093,180.0,157,-0.0003612771355334257,74.0,0.0
gerald-asamoah,SpVgg Greuther Fürth,Germany,3197.0,Right Winger,76,2,259,91,0.0024158495989769534,-0.00019929450910653585,-0.0002676706990171995,537,-0.000354582999450305,125,0.00010597121274677702,180.0,153,-0.00012065345264163408,85.0,1.0
german-lux,Deportivo La Coruña,Spain,4540.0,Goalkeeper,13,0,66,0,-0.019777161726435517,-0.0015798643400067882,-0.0024384705468091096,162,-0.002577997138309829,46,-0.036186307974797556,186.0,50,-0.001494358781013345,78.0,0.125
geromel,RCD Mallorca,Spain,5742.0,Center Back,41,1,61,7,0.02457908922071656,0.00016954307457952748,0.002721225128803037,201,-0.0003130329991010778,46,0.029087577487123376,190.0,94,0.002091275574958403,84.0,0.0
gerrit-wegkamp,Fortuna Düsseldorf,Germany,8503.0,Center Forward,0,0,39,30,-0.044892481880858696,-0.00143451552896182,-0.0013542111115577454,98,-0.0014316975756921229,24,-0.044804295372210305,193.0,35,-0.001356876551308757,82.0,0.0
gervinho,Arsenal FC,England,6355.0,Right Winger,32,2,157,88,-0.014389496456272117,0.0004627897432278294,-0.0017005574141277905,341,0.00023306679585806693,83,-0.021916744570895166,179.0,101,-0.0013967989283490013,68.0,0.75
gianni-bruno,Lille OSC,France,7900.0,Center Forward,11,1,17,12,0.013576393559766135,0.0038674467037185076,-0.001500759101952953,63,0.0037483050425388114,20,0.010830913754281912,180.0,26,-0.001366789880084974,74.0,0.25
gibril-sankoh,FC Augsburg,Germany,4882.0,Center Back,40,2,102,1,0.010266770245034189,0.0013255683968777952,0.0019382249568848,245,0.00139315083649255,58,0.011648953275785122,186.0,85,0.0014726488213979046,80.0,1.0
giorgios-karagounis,Fulham FC,England,2621.0,Attacking Midfielder,66,1,223,37,0.005306840636829792,-0.0006481304284261691,-0.0021266938488765765,441,-0.00074571761078198,103,0.0065591080629925245,176.0,115,-0.0006244159334495724,83.0,0.0
giovani-dos-santos,RCD Mallorca,Spain,7070.0,Right Winger,20,0,109,53,-0.01764517534646432,-0.0014708777389055563,-0.0017736877071375134,251,-0.001875176158776782,57,-0.01786344682944633,175.0,85,-0.0013912707624764344,74.0,0.75
giovanni-sio,FC Augsburg,Germany,7029.0,Left Midfielder,30,2,53,35,0.03766612555686755,0.0039947280187861076,0.0014964331539214525,125,0.004097132018544631,36,0.046351225606220514,181.0,36,0.0013807609524867917,77.0,0.75
glen-johnson,Liverpool FC,England,5348.0,Right Fullback,59,0,219,17,0.0029005765017807504,-0.0014185655644975222,0.0022017589535504433,416,-0.0016601414547783358,93,0.0031339231854822748,178.0,104,0.0004006701551941394,70.0,0.625
glenn-loovens,Real Zaragoza,Spain,5012.0,Center Back,51,1,136,11,0.015370499645499906,-0.0002936405878560825,0.0037058565827280056,287,-0.00048737187851415813,62,0.020350577676185606,190.0,89,0.002361514281568058,83.0,0.0
glenn-whelan,Stoke City,England,5125.0,Center Midfielder,65,1,156,23,0.00757909354701605,-0.0006237280444316717,-0.0007100149384204333,412,-0.0008001446590024458,107,0.00731555084460149,178.0,149,-0.000547055219624592,76.0,0.0
gomes,Tottenham Hotspur,England,4063.0,Goalkeeper,12,1,188,0,-0.03366452422064981,-0.000638677234255531,-0.0017465191838519697,332,-0.0005515538595348612,68,-0.04333352409113258,191.0,76,-0.0013834070378861067,82.0,0.375
goni_3,Real Zaragoza,Spain,6859.0,Center Back,14,0,13,0,0.0657492719427537,-0.0015762736568424591,0.010701972208063017,45,-0.0025069846278810344,9,0.10457093750144907,186.0,23,0.00672889521547971,82.0,0.125
gonzalo-castro,Bayer Leverkusen,Germany,6370.0,Right Midfielder,76,1,177,34,0.024300176283360553,-0.0005479431105205189,0.0011693395652778156,371,-0.0007303417345211999,78,0.029230289698187334,171.0,116,0.0013455276609899993,74.0,0.0
gonzalo-higuain,Real Madrid,Spain,6552.0,Center Forward,39,1,245,177,-0.010780158246063345,-0.0005229190327128201,-0.0007528272268070451,377,3.493542815096988e-05,66,-0.018224977033798287,184.0,66,-0.000505544551818588,82.0,0.125
gonzalo-jara,West Bromwich Albion,England,5719.0,Center Back,45,6,102,6,0.015108343083299459,0.006630749449638441,0.00038713554160202493,253,0.011943764430615149,64,0.02398042005106162,178.0,87,6.264455087686358e-05,71.0,0.25
goran-popov,West Bromwich Albion,England,5388.0,Left Fullback,40,1,84,6,0.02374491040262882,9.375572482996891e-05,0.0028144833473373785,201,-0.0008900345619124577,43,0.04041585707997623,189.0,74,0.0019997110143874924,89.0,0.125
gotoku-sakai,VfB Stuttgart,Germany,7742.0,Right Fullback,13,1,70,2,-0.02001542312984492,0.0005019378140053104,-0.0012548523749670818,172,0.0006266422441169947,46,-0.018402533855645976,176.0,56,-0.0013764440577173468,74.0,0.0
granero_2,Queens Park Rangers,England,6391.0,Center Midfielder,47,1,112,20,0.03209350439963885,0.000197790086792754,-0.0022197696369180508,213,0.00041517680522859475,42,0.04920351374854469,179.0,59,-0.001455516510125583,77.0,0.0
granit-xhaka,Bor. Mönchengladbach,Germany,8305.0,Center Midfielder,27,0,78,8,0.01408887424673724,-0.0014777490540588134,0.0005169037494083752,149,-0.0018373487629233804,37,0.0006921497164619929,185.0,34,0.0008614792260126233,82.0,0.125
gregory-bourillon,FC Lorient,France,5295.0,Center Back,36,2,105,5,-0.002348908838051776,0.0009169248567416116,0.0009318554974541053,285,0.00085021856683196,83,-0.004069624024751978,187.0,97,0.000994413295562214,76.0,0.25
gregory-pujol,Valenciennes FC,France,3676.0,Center Forward,15,1,94,76,-0.028448342635373658,-0.0003497991059021168,-0.0014154594296061896,310,-0.0004122537995783722,97,-0.02981716105207255,183.0,119,-0.0013520611317059663,70.0,0.25
gregory-sertic,Girondins Bordeaux,France,7156.0,Left Midfielder,15,0,63,5,-0.008325464955118619,-0.001443567776653657,0.0009215040465180265,138,-0.0016006401693869307,40,-0.008797390889132678,181.0,35,0.00105980674961849,69.0,0.125
gregory-van-der-wiel,Paris Saint-Germain,France,6607.0,Center Back,33,0,175,14,-0.005106855347972264,-0.0014848575615665645,0.0030707998499719894,276,-0.0018895295931868603,54,-0.009810517992441902,172.0,47,0.002447691508945818,69.0,0.5
guaita,Valencia CF,Spain,6257.0,Goalkeeper,14,0,62,0,-0.012749025533086803,-0.0015629131355681298,-0.0023744180590904527,141,-0.002510279637987177,41,-0.019794863876434265,190.0,38,-0.001478325011176148,80.0,0.25
guillaume-hoarau,Paris Saint-Germain,France,5177.0,Center Forward,15,0,71,52,-0.016487849239188394,-0.001457768650786222,0.0003732858425983347,175,-0.0016358253768320686,56,-0.02018091349707732,191.0,48,0.000533608239229119,80.0,0.5
gurpegi,Athletic Bilbao,Spain,3883.0,Defensive Midfielder,92,0,117,20,0.06005997740548713,-0.0015723844101956065,0.005209384875593197,311,-0.0024920129809862606,82,0.09619954000378517,181.0,112,0.0032701901995890207,77.0,0.125
gustavo-cabral,Celta Vigo,Spain,5765.0,Center Back,70,5,109,12,0.04038342239639866,0.0049431077849253265,0.005889576082962959,290,0.008265994563472283,69,0.06615963383166985,184.0,112,0.0036144344011860494,82.0,0.5
gustavo-munua,Levante UD,Spain,2948.0,Goalkeeper,24,0,75,1,-0.009383306850977486,-0.001564691822407231,-0.0024115475035141657,224,-0.0025495335882129116,55,-0.015932618933365082,188.0,94,-0.0014800074317671932,87.0,0.5
guy-demel,West Ham United,England,4181.0,Right Fullback,61,1,177,12,0.011149895849811175,-0.0005403168457636186,-0.0005751309201661958,371,-0.0007182120289755522,87,0.012103826247572535,187.0,107,-0.000488754252750181,83.0,1.0
guy-ndy-assembe,AS Nancy,France,5902.0,Goalkeeper,3,0,43,0,-0.03714087588568844,-0.0014298772154694064,-0.001394768979113411,132,-0.0014745761196348704,45,-0.03850750077844666,184.0,44,-0.0013524892730336806,79.0,0.875
gylfi-sigurdsson,Tottenham Hotspur,England,7190.0,Attacking Midfielder,15,0,98,64,-0.02280863360607714,-0.0014293978949239613,-0.0016707011052637677,227,-0.0017662967772881736,51,-0.027807756137276627,186.0,78,-0.0013520358943176305,77.0,0.0
hajime-hosogai,Bayer Leverkusen,Germany,6004.0,Defensive Midfielder,31,0,84,10,0.009456152768508972,-0.0014579401006640199,-0.001347129594539016,192,-0.0014242108620908158,39,0.004206832275799863,177.0,69,-0.0013790333362479676,69.0,0.25
hanno-balitsch,1. FC Nürnberg,Germany,4019.0,Defensive Midfielder,104,0,181,24,0.03191913849215243,-0.001438589843888407,-0.000669381171569193,455,-0.0014883209875673526,103,0.0324462602931564,182.0,171,-0.000620888240100501,80.0,0.0
hassan-yebda,Granada CF,Spain,5247.0,Center Midfielder,35,0,70,8,0.02943685245127732,-0.0015300045042244434,0.0027939966098836115,168,-0.002019881608203486,36,0.0448780483954223,187.0,62,0.0009147256323987189,80.0,0.0
hatem-ben-arfa,Newcastle United,England,6274.0,Left Midfielder,15,1,123,39,-0.02571820043272096,-0.0003897459711309805,-0.0015985766638072847,261,-4.289395281939421e-05,64,-0.03096106694154602,177.0,74,-0.0013599409485021328,69.0,0.25
havard-nordtveit,Bor. Mönchengladbach,Germany,7476.0,Defensive Midfielder,17,0,72,7,-0.013613120695210097,-0.001460517527573774,0.00014853126598978974,184,-0.0017733533462026946,46,-0.018914337083812034,188.0,66,0.000448029616499648,85.0,0.0
hector-moreno,Espanyol Barcelona,Spain,6590.0,Center Back,65,3,130,16,0.029827638423047073,0.002048720990922663,-0.0020494014750390517,302,0.0027328536812294465,76,0.04703288525266641,184.0,96,-0.0014314072339163201,80.0,0.375
hedwiges-maduro,Sevilla FC,Spain,5522.0,Defensive Midfielder,42,0,140,15,0.008987584936182355,-0.0015325814552307057,0.004517947981196597,265,-0.002264585692691777,57,0.011807305660587696,183.0,68,0.0027378397064230183,84.0,0.375
heiko-butscher,Eintracht Frankfurt,Germany,3861.0,Center Back,15,1,119,25,-0.026597473041580385,-0.0002148482730099328,-0.0013542111115577467,276,-0.00021442622641566867,54,-0.026545225133063503,189.0,103,-0.0013568765513087588,86.0,0.0
heiko-westermann,Hamburger SV,Germany,4973.0,Center Back,44,0,194,41,-0.01205349977089054,-0.001440256879933449,-0.0014258062222155784,451,-0.0015073892795080203,101,-0.01321688241723408,190.0,156,-0.0013623071683700279,87.0,0.25
heinrich-schmidtgal,SpVgg Greuther Fürth,Germany,5802.0,Left Fullback,37,0,99,24,0.009865340979305375,-0.0014419724935925908,0.0015168299886817223,228,-0.0015120852265897366,56,0.010994812170790838,174.0,73,0.0015889486902395942,78.0,0.0
heinz-mueller,1. FSV Mainz 05,Germany,3071.0,Goalkeeper,11,1,60,0,-0.023946202722367825,0.00044937406341383353,-0.0014309812466568998,180,0.0003536223224249481,52,-0.026699167326701165,196.0,68,-0.0013438866839243105,94.0,0.125
helder-postiga,Real Zaragoza,Spain,4596.0,Center Forward,58,1,172,96,0.00505105055378603,-0.0006640954538882227,1.6689961979600137e-05,394,-0.0013316253927333308,95,0.010791556035972458,182.0,127,0.0003128575873243476,74.0,0.25
henri-bedimo,Montpellier HSC,France,5268.0,Left Fullback,41,0,91,5,0.01045122030748915,-0.0014217430200849836,-4.1049446948013145e-05,248,-0.0014761897390152068,65,0.00965217961404854,180.0,92,4.736520783324592e-06,77.0,0.75
henri-saivet,Girondins Bordeaux,France,7603.0,Right Winger,1,0,59,20,-0.04269932471256491,-0.0014376853576505075,-0.0014734967438933817,146,-0.0015578086001640599,51,-0.04644881857112909,174.0,36,-0.0013598748222458858,73.0,1.0
henrique,Girondins Bordeaux,France,4869.0,Center Back,46,1,79,12,0.03914035238162186,0.0005719390412588285,0.00034039114059487054,184,0.0016259821984734443,53,0.04038979673230013,188.0,52,0.0004584286130584417,87.0,0.75
heung-min-son,Hamburger SV,Germany,8224.0,Right Winger,8,0,68,44,-0.028902702433212905,-0.001445545393546606,-0.001447523453235577,161,-0.0015303491465012197,27,-0.030614066246606116,183.0,66,-0.0013673094565768084,76.0,0.375
hilario,Chelsea FC,England,2119.0,Goalkeeper,2,0,31,0,-0.03226271671265688,-0.0014455620963444325,-0.0017624207318584293,53,-0.0018632644996161307,9,-0.03999055234852756,189.0,13,-0.0013673252553843185,85.0,0.125
hilton,Montpellier HSC,France,2812.0,Center Back,37,4,146,19,-0.008519883462329347,0.0024393441672894,-0.001498688821878378,345,0.0023123806199597174,105,-0.009141852984885068,182.0,94,-0.0013630562545596356,73.0,0.25
hiroshi-kiyotake,1. FC Nürnberg,Germany,7255.0,Attacking Midfielder,8,0,68,26,-0.031428383113132535,-0.0014501682658519836,-0.0012049798384353822,194,-0.0012739274539413322,47,-0.028032660975768314,172.0,79,-0.001371682129374155,63.0,0.5
holger-badstuber,Bayern München,Germany,7011.0,Center Back,37,1,142,11,0.0070673781205623995,-6.297782248262329e-05,0.0002628005937029643,242,-0.00028089434394789687,52,0.012467779960550962,190.0,48,8.303751350612506e-05,83.0,0.0
hrvoje-cale,VfL Wolfsburg,Germany,5541.0,Left Fullback,36,1,61,1,0.05141762037331076,0.0012881430098111535,-0.0013286066419206906,129,0.0030045613889451085,38,0.0282797099949822,184.0,30,-0.0014411755414713303,74.0,0.125
hugo-lloris,Tottenham Hotspur,England,6203.0,Goalkeeper,6,2,182,0,-0.04015734486098478,0.00038059362012793433,-0.0015575729966969508,395,0.0005454974766176451,116,-0.0463242147773298,186.0,97,-0.0013661916624207447,73.0,0.125
hugo-mallo,Celta Vigo,Spain,7842.0,Right Fullback,43,2,68,1,0.05151681953948848,0.0031085497755422124,0.005059754464744981,158,0.004923170274818054,38,0.08284642650522202,173.0,52,0.003193718872618339,69.0,0.375
iago-falque,Tottenham Hotspur,England,7308.0,Left Midfielder,12,0,45,17,-0.005899913904948542,-0.0015655873814800078,-0.002362636069079535,103,-0.002497823495520546,15,-0.00962870686533577,173.0,43,-0.0014808545213118017,67.0,0.25
ibai,Athletic Bilbao,Spain,7254.0,Left Winger,5,0,34,15,-0.032614760580554104,-0.0015643288177156344,-0.0023268124081222354,102,-0.00245995004424899,25,-0.054243827714997375,177.0,43,-0.0014796640736479537,72.0,0.0
ibrahim-afellay,FC Schalke 04,Germany,5935.0,Attacking Midfielder,32,0,196,49,-0.009158326000824753,-0.001511919597397817,-0.0019500118957102915,296,-0.002061589422677081,61,-0.013578183720396491,180.0,39,-0.0014300913498356954,76.0,0.5
ibrahima-traore,VfB Stuttgart,Germany,6685.0,Left Midfielder,27,2,94,32,-0.004319316278024424,0.0015899970358922949,0.00011909695364177709,223,0.00154628481382028,50,-0.0053029582152016325,172.0,79,0.00015779902202713386,62.0,1.0
idrissa-gueye,Lille OSC,France,7208.0,Defensive Midfielder,19,1,62,2,0.007467166613416958,0.0011935667016018277,-0.0013983464285376556,128,0.0011474305077294948,40,0.01224964957227645,174.0,26,-0.0013442355605584415,64.0,1.0
ignasi-miquel,Arsenal FC,England,8306.0,Center Back,2,0,19,2,-0.023109399904084914,-0.0014119451850710344,-0.001544447698009015,31,-0.0016328192895118591,1,-0.028101815955775777,193.0,11,-0.0013355277615870141,85.0,0.0
igor-de-camargo,Bor. Mönchengladbach,Germany,4879.0,Center Forward,43,1,166,95,-0.00414248963728428,-0.0005757003447343302,-0.0020809518401260587,357,-0.0012589378738809545,90,-0.0038438342127020044,187.0,101,-0.0014364446009707036,83.0,0.5
igor-martinez,Athletic Bilbao,Spain,7139.0,Attacking Midfielder,5,0,23,6,-0.025216278226067347,-0.0015732893535355232,-0.0023563957291394253,77,-0.002491226090221256,20,-0.03976061268205844,170.0,34,-0.0014881396465474467,65.0,0.125
iker-casillas,Real Madrid,Spain,4157.0,Goalkeeper,23,1,525,0,-0.03780960981403551,-0.0010849548227768878,-0.0014917113316030134,800,-0.0016191425594865119,136,-0.05773586591817224,185.0,139,-0.0010012105332023536,84.0,0.0
ilan,SC Bastia,France,3913.0,Right Winger,21,3,94,75,-0.0192360676114548,0.002195187434544184,0.001114156090648313,274,0.0028688523937171104,71,-0.022735779774941827,180.0,109,-6.03780063108746e-05,69.0,0.25
